id,name,percent,species_id:id,group_id:id
865,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,341,6
866,Mobili e macchine ordinarie d'ufficio 12% ,,341,6
867,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,341,6
868,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,341,6
869,"Autovetture, motoveicoli e simili 25% ",,341,6
870,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature) 5% ",,342,6
871,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,342,6
872,"Impianti generici ed impianti specifici non compresi nella voce seguente (presse, officina manutenzione, servizi vapore, mezzi di carico, scarico e misurazione, impianti di presa e produzione energia, cassoni di flusso, macchina continua, ecc) 10% ",,342,6
873,"Impianti e macchinari specifici (di preparazione di lavaggio, idrofugazione, scromatura, cromatura, vagliatura, disidramento) ed altri macchinari con intervento di reagenti chimici o di alte pressioni 12,5% ",,342,6
874,Attrezzatura varia e minuta20% ,,342,6
875,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc Mediante impiego di reagenti chimici 15% ",,342,6
876,Mobili e macchine ordinarie d'ufficio 12% ,,342,6
877,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,342,6
878,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,342,6
879,"Autovetture, motoveicoli e simili 25% ",,342,6
880,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature) 5% ",,343,7
881,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,343,7
882,"Impianti generici (impianti di produzione, presa e distribuzione energia, officina di manutenzione, raccordi e materiale rotabile, centrale di conversione, parco motori e pompe, ecc, impianti di trasporto interno, carico, scarico, sollevamento e pesatura) e specifici 12% ",,343,7
883,"Grandi impianti e macchine operatrici automatici 17,5% ",,343,7
884,Forni e loro pertinenze15% ,,343,7
885,Attrezzatura dei mezzi di produzione 25% ,,343,7
886,Attrezzatura dei sistemi flessibili di produzione 30% ,,343,7
887,"Attrezzatura varia e minuta (stampi, modelli, attrezzi e laboratorio 25% ",,343,7
888,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,343,7
889,Mobili e macchine ordinarie d'ufficio 12% ,,343,7
890,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,343,7
891,"carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,343,7
892,"Autovetture, motoveicoli e simili 25% ",,343,7
893,Fabbricati destinati all'industria (come nella specie 1a/a) 5% ,,344,7
894,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,344,7
895,Impianti generici (come nella specie 1a/a) e specifici 10% ,,344,7
896,"Grandi impianti specifici macchine operatrici automatici 17,5% ",,344,7
897,"Celle elettrolitiche - Impianti con intervento di reagenti chimici 17,5% ",,344,7
898,Forni e loro pertinenze 15% ,,344,7
899,"Attrezzatura varia e minuta (stampi, modelli, attrezzi e laboratorio 25% ",,344,7
900,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,344,7
901,Mobili e macchine ordinarie d'ufficio 12% ,,344,7
902,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,344,7
903,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,344,7
904,"Autovetture, motoveicoli e simili 25% ",,344,7
905,Fabbricati destinati all'industria (come nella specie 1a/a) 5% ,,345,7
906,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,345,7
907,Impianti generici (come nella specie 1a/a) e specifici10% ,,345,7
908,"Macchinari specifici automatici 17,5% ",,345,7
909,Forni e loro pertinenze 15% ,,345,7
910,"Attrezzatura varia e minuta (stampi, modelli e attrezzi) 40% ",,345,7
911,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,345,7
912,Mobili e macchine ordinarie d'ufficio 12% ,,345,7
913,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,345,7
914,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 25% ",,345,7
915,"Autovetture, motoveicoli e simili 25% ",,345,7
916,Fabbricati destinati all'industria (come nella specie 1a/a) 5% ,,346,7
917,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,346,7
918,Impianti generici (come nella specie 1a/a) e specifici10% ,,346,7
919,"Celle elettrolitiche - Impianti con intervento di reagenti chimici - Impianti elettrotermici per la produzione del magnesio 17,5% ",,346,7
920,Forni e loro pertinenze15% ,,346,7
921,"Attrezzatura varia e minuta (stampi, modelli, attrezzi e laboratorio) 25% ",,346,7
922,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,346,7
923,Mobili e macchine ordinarie d'ufficio 12% ,,346,7
924,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,346,7
925,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,346,7
926,"Autovetture, motoveicoli e simili 25% ",,346,7
927,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,347,7
928,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,347,7
929,Impianti generici (come nella specie 1a/a) e specifici10% ,,347,7
930,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,347,7
931,Forni di trattamento 15% ,,347,7
932,Attrezzatura varia e minuta25% ,,347,7
933,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,347,7
934,Mobili e macchine ordinarie d'ufficio 12% ,,347,7
935,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,347,7
936,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,347,7
937,"Autovetture, motoveicoli e simili 25% ",,347,7
938,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,348,7
939,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,348,7
940,Impianti generici (come nella specie 1a/a) e specifici10% ,,348,7
941,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,348,7
942,Forni di trattamento 15% ,,348,7
943,Attrezzatura varia e minuta25% ,,348,7
944,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,348,7
945,Mobili e macchine ordinarie d'ufficio 12% ,,348,7
946,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,348,7
947,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,348,7
948,"Autovetture, motoveicoli e simili 25% ",,348,7
949,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,349,7
950,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,349,7
951,Impianti generici (come nella specie 1a/a) e specifici10% ,,349,7
952,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,349,7
953,Forni di trattamento 15% ,,349,7
954,Attrezzatura varia e minuta25% ,,349,7
955,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,349,7
956,Mobili e macchine ordinarie d'ufficio 12% ,,349,7
957,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,349,7
958,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,349,7
959,"Autovetture, motoveicoli e simili 25% ",,349,7
960,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,350,7
961,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,350,7
962,Impianti generici (come nella specie 1a/a) e specifici10% ,,350,7
963,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,350,7
964,Forni di trattamento 15% ,,350,7
965,Attrezzatura varia e minuta25% ,,350,7
966,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,350,7
967,Mobili e macchine ordinarie d'ufficio 12% ,,350,7
968,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,350,7
969,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,350,7
970,"Autovetture, motoveicoli e simili 25% ",,350,7
971,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,351,7
972,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,351,7
973,Impianti generici (come nella specie 1a/a) e specifici10% ,,351,7
974,"Impianti specifici e macchine operatrici automatiche 15,5% ",,351,7
975,Forni e loro pertinenze15% ,,351,7
976,Attrezzatura varia e minuta25% ,,351,7
977,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,351,7
978,Mobili e macchine ordinarie d'ufficio 12% ,,351,7
979,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,351,7
980,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,351,7
981,"Autovetture, motoveicoli e simili 25% ",,351,7
982,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,352,7
983,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,352,7
984,Impianti generici (come nella specie 1a/a) e specifici10% ,,352,7
985,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,352,7
986,Forni di trattamento 15% ,,352,7
987,Attrezzatura varia e minuta25% ,,352,7
988,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,352,7
989,Mobili e macchine ordinarie d'ufficio 12% ,,352,7
990,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,352,7
991,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,352,7
992,"Autovetture, motoveicoli e simili 25% ",,352,7
993,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,353,7
994,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,353,7
995,Impianti generici (come nella specie 1a/a) e specifici10% ,,353,7
996,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,353,7
997,Forni di trattamento 15% ,,353,7
998,Attrezzatura varia e minuta25% ,,353,7
999,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,353,7
1000,Mobili e macchine ordinarie d'ufficio 12% ,,353,7
1001,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,353,7
1002,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,353,7
1003,"Autovetture, motoveicoli e simili 25% ",,353,7
1004,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,354,7
1005,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,354,7
1006,Impianti generici (come nella specie 1a/a) e specifici10% ,,354,7
1007,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,354,7
1008,Forni di trattamento 15% ,,354,7
1009,Attrezzatura varia e minuta25% ,,354,7
1010,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,354,7
1011,Mobili e macchine ordinarie d'ufficio 12% ,,354,7
1012,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,354,7
1013,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,354,7
1014,"Autovetture, motoveicoli e simili 25% ",,354,7
1015,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,355,7
1016,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,355,7
1017,Impianti generici (come nella specie 1a/a) e specifici10% ,,355,7
1018,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,355,7
1019,Forni di trattamento 15% ,,355,7
1020,Attrezzatura varia e minuta25% ,,355,7
1021,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,355,7
1022,Mobili e macchine ordinarie d'ufficio 12% ,,355,7
1023,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,355,7
1024,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,355,7
1025,"Autovetture, motoveicoli e simili 25% ",,355,7
1026,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,356,7
1027,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,356,7
1028,Impianti generici (come nella specie 1a/a) e specifici10% ,,356,7
1029,"Grandi impianti specifici e macchine operatrici automatici 15,5% ",,356,7
1030,Forni di trattamento 15% ,,356,7
1031,Attrezzatura varia e minuta25% ,,356,7
1032,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,356,7
1033,Mobili e macchine ordinarie d'ufficio 12% ,,356,7
1034,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,356,7
1035,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,356,7
1036,"Autovetture, motoveicoli e simili 25% ",,356,7
1037,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,357,7
1038,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,357,7
1039,Impianti generici (come nella specie 1a/a) e specifici10% ,,357,7
1040,"Impianti specifici e macchine operatrici automatiche 15,5% ",,357,7
1041,Forni e loro pertinenze15% ,,357,7
1042,Attrezzatura varia e minuta40% ,,357,7
1043,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,357,7
1044,Mobili e macchine ordinarie d'ufficio 12% ,,357,7
1045,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,357,7
1046,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,357,7
1047,"Autovetture, motoveicoli e simili 25% ",,357,7
1048,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,358,7
1049,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,358,7
1050,Macchinari12% ,,358,7
1051,Attrezzatura varia e minuta35% ,,358,7
1052,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,358,7
1053,Mobili e macchine ordinarie d'ufficio 12% ,,358,7
1054,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,358,7
1055,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,358,7
1056,"Autovetture, motoveicoli e simili 25% ",,358,7
1057,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,359,7
1058,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,359,7
1059,Macchinari12% ,,359,7
1060,Attrezzatura varia e minuta35% ,,359,7
1061,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,359,7
1062,Mobili e macchine ordinarie d'ufficio 12% ,,359,7
1063,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,359,7
1064,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,359,7
1065,"Autovetture, motoveicoli e simili 25% ",,359,7
1066,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,360,7
1067,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,360,7
1068,Macchinari12% ,,360,7
1069,Attrezzatura varia e minuta35% ,,360,7
1070,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,360,7
1071,Mobili e macchine ordinarie d'ufficio 12% ,,360,7
1072,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,360,7
1073,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,360,7
1074,"Autovetture, motoveicoli e simili 25% ",,360,7
1075,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,361,7
1076,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,361,7
1077,Impianti generici (come nella specie 1a/a) e specifici e macchine operatrici non automatiche10% ,,361,7
1078,"Impianti specifici e macchine operatrici automatiche 17,5% ",,361,7
1079,Celle elettroniche e impianti con intervento di reagenti chimici 20% ,,361,7
1080,Forni e loro pertinenze15% ,,361,7
1081,Centri di lavoro robottizzati 22% ,,361,7
1082,Strumenti di collaudo e controllo 30% ,,361,7
1083,Attrezzatura varia e minuta25% ,,361,7
1084,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,361,7
1085,Mobili e macchine ordinarie d'ufficio 12% ,,361,7
1086,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,361,7
1087,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,361,7
1088,"Autovetture, motoveicoli e simili 25% ",,361,7
1089,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,362,7
1090,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,362,7
1091,Impianti generici (come nella specie 1a/a) e specifici e macchine operatrici non automatiche10% ,,362,7
1092,"Impianti specifici e macchine operatrici automatiche 17,5% ",,362,7
1093,Celle elettroniche e impianti con intervento di reagenti chimici 20% ,,362,7
1094,Forni e loro pertinenze15% ,,362,7
1095,Centri di lavoro robottizzati 22% ,,362,7
1096,Strumenti di collaudo e controllo 30% ,,362,7
1097,Attrezzatura varia e minuta25% ,,362,7
1098,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,362,7
1099,Mobili e macchine ordinarie d'ufficio 12% ,,362,7
1100,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,362,7
1101,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,362,7
1102,"Autovetture, motoveicoli e simili 25% ",,362,7
1103,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,363,7
1104,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,363,7
1105,Impianti generici (come nella specie 1a/a) e specifici e macchine operatrici non automatiche10% ,,363,7
1106,"Impianti specifici e macchine operatrici automatiche 17,5% ",,363,7
1107,Celle elettroniche e impianti con intervento di reagenti chimici 20% ,,363,7
1108,Forni e loro pertinenze15% ,,363,7
1109,Centri di lavoro robottizzati 22% ,,363,7
1110,Strumenti di collaudo e controllo 30% ,,363,7
1111,Attrezzatura varia e minuta25% ,,363,7
1112,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,363,7
1113,Mobili e macchine ordinarie d'ufficio 12% ,,363,7
1114,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,363,7
1115,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,363,7
1116,"Autovetture, motoveicoli e simili 25% ",,363,7
1117,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,364,7
1118,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,364,7
1119,Impianti generici (come nella specie 1a/a) e specifici10% ,,364,7
1120,"Forni, loro pertinenze e impianti con intervento di reagenti chimici 15% ",,364,7
1121,Centri di lavoro robottizzati 22% ,,364,7
1122,Strumenti di collaudo e controllo 30% ,,364,7
1123,Attrezzatura varia e minuta25% ,,364,7
1124,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,364,7
1125,Mobili e macchine ordinarie d'ufficio 12% ,,364,7
1126,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,364,7
1127,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,364,7
1128,"Autovetture, motoveicoli e simili 25% ",,364,7
1129,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,365,7
1130,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,365,7
1131,Impianti generici (come nella specie 1a/a) e specifici e macchine operatrici non automatiche10% ,,365,7
1132,"Impianti specifici e macchine operatrici automatiche 17,5% ",,365,7
1133,Celle elettroniche e impianti con intervento di reagenti chimici 20% ,,365,7
1134,Forni e loro pertinenze15% ,,365,7
1135,Centri di lavoro robottizzati 22% ,,365,7
1136,Strumenti di collaudo e controllo 30% ,,365,7
1137,Attrezzatura varia e minuta25% ,,365,7
1138,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,365,7
1139,Mobili e macchine ordinarie d'ufficio 12% ,,365,7
1140,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,365,7
1141,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,365,7
1142,"Autovetture, motoveicoli e simili 25% ",,365,7
1143,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,366,7
1144,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,366,7
1145,Impianti generici (come nella specie 1a/a) e specifici e macchine operatrici non automatiche10% ,,366,7
1146,"Impianti specifici e macchine operatrici automatiche 17,5% ",,366,7
1147,Celle elettroniche e impianti con intervento di reagenti chimici 20% ,,366,7
1148,Forni e loro pertinenze15% ,,366,7
1149,Centri di lavoro robottizzati 22% ,,366,7
1150,Strumenti di collaudo e controllo 30% ,,366,7
1151,Attrezzatura varia e minuta25% ,,366,7
1152,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,366,7
1153,Mobili e macchine ordinarie d'ufficio 12% ,,366,7
1154,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,366,7
1155,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,366,7
1156,"Autovetture, motoveicoli e simili 25% ",,366,7
1157,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,367,7
1158,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,367,7
1159,Impianti generici (come nella specie 1a/a) e specifici10% ,,367,7
1160,"Forni, loro pertinenze e impianti con intervento di reagenti chimici 15% ",,367,7
1161,Centri di lavoro robottizzati 22% ,,367,7
1162,Strumenti di collaudo e controllo 30% ,,367,7
1163,Attrezzatura varia e minuta25% ,,367,7
1164,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,367,7
1165,Mobili e macchine ordinarie d'ufficio 12% ,,367,7
1166,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,367,7
1167,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,367,7
1168,"Autovetture, motoveicoli e simili 25% ",,367,7
1169,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,368,7
1170,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,368,7
1171,Impianti generici (come nella specie 1a/a) e specifici10% ,,368,7
1172,"Impianti specifici e macchine operatrici automatiche 15,5% ",,368,7
1173,Celle elettroniche e impianti con intervento di reagenti chimici 20% ,,368,7
1174,Forni e loro pertinenze15% ,,368,7
1175,Attrezzatura varia e minuta compresi impianti e strumentazioni elettroniche 25% ,,368,7
1176,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,368,7
1177,Mobili e macchine ordinarie d'ufficio 12% ,,368,7
1178,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,368,7
1179,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,368,7
1180,"Autovetture, motoveicoli e simili 25% ",,368,7
1181,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,369,7
1182,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,369,7
1183,"Macchinari15,5% ",,369,7
1184,Attrezzatura varia e minuta35% ,,369,7
1185,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,369,7
1186,Mobili e macchine ordinarie d'ufficio 12% ,,369,7
1187,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,369,7
1188,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,369,7
1189,"Autovetture, motoveicoli e simili 25% ",,369,7
1190,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,370,7
1191,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,370,7
1192,Macchinari12% ,,370,7
1193,Attrezzatura varia e minuta35% ,,370,7
1194,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,370,7
1195,Mobili e macchine ordinarie d'ufficio 12% ,,370,7
1196,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,370,7
1197,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,370,7
1198,"Autovetture, motoveicoli e simili 25% ",,370,7
1199,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,371,7
1200,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,371,7
1201,Macchinari12% ,,371,7
1202,Attrezzatura varia e minuta35% ,,371,7
1203,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,371,7
1204,Mobili e macchine ordinarie d'ufficio 12% ,,371,7
1205,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,371,7
1206,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,371,7
1207,"Autovetture, motoveicoli e simili 25% ",,371,7
1208,Fabbricati destinati all'industria (come nella specie 1a/a) 3% ,,372,7
