id,name,percent,species_id:id,group_id:id
526,Mobili e macchine ordinarie d'ufficio 12% ,12.00,304,1
527,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,20.00,304,1
528,Automezzi e aerei destinati esclusivamente alla difesa fitosanitaria delle colture 20% ,20.00,304,1
529,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",20.00,304,1
530,"Autovetture, motoveicoli e simili 25% ",25.00,304,1
531,Edifici (compresi quelli per il ricovero degli animali e silos) 3% ,3.00,305,1
532,Silos in materiale ferroso 8% ,8.00,305,1
533,Silos in materiale plastico10% ,10.00,305,1
534,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",10.00,305,1
535,"Macchine per la preparazione degli alimenti, macchinari generici, attrezzatura di stalla e varia12,5% ",12.50,305,1
536,Macchine ed attrezzature di stalla altamente automatizzate20% ,20.00,305,1
537,Mobili e macchine ordinarie d'ufficio 12% ,12.00,305,1
538,Macchine d'ufficio elettromeccaniche ed elettroniche compresii computers e i sistemi telefonici elettronici 20% ,20.00,305,1
539,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc)20% ",20.00,305,1
540,"Autovetture, motoveicoli e simili 25% ",25.00,305,1
541,"Motopescherecci (completi di equipaggiamento) 12,5% ",12.50,306,1
542,"Attrezzatura particolare di pesca a bordo ed a terra (reti, tonnare, griglie, ecc)31,5% ",31.50,306,1
543,Mobili e macchine ordinarie d'ufficio 12% ,12.00,306,1
544,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,20.00,306,1
545,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",20.00,306,1
546,"Autovetture, motoveicoli e simili 25% ",25.00,306,1
547,Fabbricati industriali 3% ,3.00,307,1
548,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",10.00,307,1
549,Impianti e macchinari generici 6% ,6.00,307,1
550,"Impianti e macchinari specifici (bacini di allevamento, forni, lavorieri8% ",8.00,307,1
551,Attrezzatura varia e minuta20% ,20.00,307,1
552,Mobili e macchine ordinarie d'ufficio 12% ,12.00,307,1
553,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,20.00,307,1
554,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",20.00,307,1
555,"Autovetture, motoveicoli e simili 25% ",25.00,307,1
556,"Fabbricati destinati all'industria (edifici, silos, vasche e serbatoi, opere idrauliche fisse, strade e piazzali, acquedotti) 5% ",5.00,308,4
557,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",10.00,308,4
558,Gallerie e pozzi (escluse le armature mobili)6% ,6.00,308,4
559,"Impianti generici del soprasuolo (produzione o presa e distribuzione di energie - raccordi e materiale rotabile officina di manutenzuone - impianti di trasporto - impianti e mezzi di sollevamento, carico, scarico e pesatura - ove non siano da considerare impianti specifici) 8% ",8.00,308,4
560,Impianti specifici del soprasuolo 10% ,10.00,308,4
561,Impianti specifici del sottosuolo 15% ,15.00,308,4
562,Forni e loro pertinenze10% ,10.00,308,4
563,Attrezzatura varia e minuta e di laboratorio 30% ,30.00,308,4
564,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",15.00,308,4
565,Mobili e macchine ordinarie d'ufficio 12% ,12.00,308,4
566,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,20.00,308,4
567,"Autoveicoli da trasporto (autoveicoli pesanti in genere carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",20.00,308,4
568,"Autovetture, motoveicoli e simili 25% ",25.00,308,4
569,"Fabbricati destinati all'industria (come nella specie 1a)5,5% ",,309,4
570,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,309,4
571,Gallerie e pozzi (escluse le armature mobili)5% ,,309,4
572,Impianti generici del soprasuolo (come nella specie 1a) 8% ,,309,4
573,Impianti specifici del soprasuolo 11% ,,309,4
574,Impianti specifici del sottosuolo 16% ,,309,4
575,Forni e loro pertinenze10% ,,309,4
576,Attrezzatura varia e minuta e di laboratorio 30% ,,309,4
577,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,309,4
578,Mobili e macchine ordinarie d'ufficio 12% ,,309,4
579,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,309,4
580,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,309,4
581,"Autovetture, motoveicoli e simili 25% ",,309,4
582,Fabbricati destinati all'industria (come nella specie 1a)5% ,,310,4
583,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,310,4
584,Gallerie e pozzi (escluse le armature mobili)6% ,,310,4
585,Impianti generici del soprasuolo (come nella specie 1a) 8% ,,310,4
586,Impianti specifici del soprasuolo 9% ,,310,4
587,Impianti specifici del sottosuolo 14% ,,310,4
588,Attrezzatura varia e minuta e di laboratorio 30% ,,310,4
589,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,310,4
590,Mobili e macchine ordinarie d'ufficio 12% ,,310,4
591,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,310,4
592,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,310,4
593,"Autovetture, motoveicoli e simili 25% ",,310,4
594,"Fabbricati destinati all'industria (come nella specie 1a)5,5% ",,311,4
595,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,311,4
596,Impianti generici (come nella specie 1a)8% ,,311,4
597,Impianti specifici (compresi i pozzi) 15% ,,311,4
598,Impianti specifici dell'industria per lo sfruttamento delle forze endogene 25% ,,311,4
599,"Autosonde, autoregistratori per rilievi geofisici e diversi 25% ",,311,4
600,Attrezzatura varia e minuta35% ,,311,4
601,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,311,4
602,Mobili e macchine ordinarie d'uffcio 12% ,,311,4
603,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,311,4
604,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatore, mezzi di trasporto interno, ecc) 20% ",,311,4
605,"Autovetture, motoveicoli e simili 25% ",,311,4
606,Fabbricati destinati all'industria (come nella specie 1a)4% ,,312,4
607,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,312,4
608,Macchinari operatori ed impianti 10% ,,312,4
609,Escavatrici e pale meccaniche 25% ,,312,4
610,Attrezzatura varia e minima 30% ,,312,4
611,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,312,4
612,Mobili e macchine ordinarie d'ufficio 12% ,,312,4
613,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,312,4
614,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,312,4
615,"Autovetture, motoveicoli e simili 25% ",,312,4
616,Fabbricati destinati all'industria (come nella specie 1a)4% ,,313,4
617,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,313,4
618,Macchinari operatori ed impianti (compresi gli escavatori) 8% ,,313,4
619,Attrezzatura varia e minuta30% ,,313,4
620,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagentichimici 15% ",,313,4
621,Mobili e macchine ordinarie d'ufficio 12% ,,313,4
622,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,313,4
623,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,313,4
624,"Autovetture, motoveicoli e simili 25% ",,313,4
625,"Fabbricati destinati all'industria (come nella specie 1a)5,5% ",,314,4
626,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,314,4
627,Gallerie e pozzi (escluse le armature mobili)5% ,,314,4
628,Impianti generici del soprasuolo (come nella specie 1a) 8% ,,314,4
629,Impianti specifici del soprasuolo 11% ,,314,4
630,Impianti specifici del sottosuolo 16% ,,314,4
631,Forni e loro pertinenze10% ,,314,4
632,Attrezzatura varia e minuta e di laboratorio 30% ,,314,4
633,"Impianti destinati al trattamento ed al depuramento delle acque, fumi nocivi, ecc mediante impiego di reagenti chimici 15% ",,314,4
634,Mobili e macchine ordinarie d'ufficio 12% ,,314,4
635,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,314,4
636,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,314,4
637,"Autovetture, motoveicoli e simili 25% ",,314,4
638,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, silos, strade e piazzali, fognature, vasche e serbatoio) 3% ",,315,5
639,Silos in materiale ferroso 8% ,,315,5
640,Silos in materiale plastico10% ,,315,5
641,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,315,5
642,Macchinari operatori e impianti10% ,,315,5
643,"Macchine per la preparazione degli alimenti12,5% ",,315,5
644,Attrezzatura varia e minuta20% ,,315,5
645,Mobili e macchine ordinarie d'ufficio 12% ,,315,5
646,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici20% ,,315,5
647,"Autoveicoli da trasporto (autoveicoli pesanti in genere carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,315,5
648,"Autovetture, motoveicoli e simili 25% ",,315,5
649,Fabbricati destinati all'industria (come nella specie 1a)4% ,,316,5
650,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,316,5
651,Macchinari operatori e impianti10% ,,316,5
652,Attrezzatura varia e minuta20% ,,316,5
653,Mobili e macchine ordinarie d'ufficio 12% ,,316,5
654,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici20% ,,316,5
655,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,316,5
656,"Autovetture, motoveicoli e simili 25% ",,316,5
657,Fabbricati destinati all'industria (come nella specie 1a)3% ,,317,5
658,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,317,5
659,Macchinari operatori ed impianti9% ,,317,5
660,"Impianti specifici12,5% ",,317,5
661,Forni e loro pertinenze14% ,,317,5
662,Macchinari con rilevante componente elettronica18% ,,317,5
663,Attrezzatura varia e minuta25% ,,317,5
664,Mobili e macchine ordinarie d'ufficio 12% ,,317,5
665,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici20% ,,317,5
666,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,317,5
667,"Autovetture, motoveicoli e simili 25% ",,317,5
668,Fabbricati destinati all'industria (come nella specie 1a)3% ,,318,5
669,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,318,5
670,"Impianti generici (servizio vapore e acqua calda, impianti di presa e distribuzione energia, officina di manutenzione, impianti di trasporto interno, impianti e mezzi di sollevamento, carico, scarico e pesatura, raccordi e materiale rotabile7,5% ",,318,5
671,Macchinari operatori e impianti specifici (compresi i forni e gli impianti di condizionamento) 14% ,,318,5
672,Attrezzatura varia e minuta40% ,,318,5
673,Mobili e macchine ordinarie d'ufficio 12% ,,318,5
674,Macchine d'ufficio elettronimeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici20% ,,318,5
675,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,318,5
676,"Autovetture, motoveicoli e simili 25% ",,318,5
677,Fabbricati destinati all'industria (come nella specie 1a)3% ,,319,5
678,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,319,5
679,"Macchinari operatori e impianti12,5% ",,319,5
680,Attrezzatura varia e minuta e di laboratorio 40% ,,319,5
681,Mobili e macchine ordinarie d'ufficio 12% ,,319,5
682,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici20% ,,319,5
683,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,319,5
684,"Autovetture, motoveicoli e simili 25% ",,319,5
685,Fabbricati destinati all'industria (come nella specie 1a)4% ,,320,5
686,"Costruzioni leggere, (tettoie, baracche, ecc)10% ",,320,5
687,Macchinari operatori e impianti15% ,,320,5
688,Attrezzatura varia e minuta40% ,,320,5
689,Mobili e macchine ordinarie d'ufficio 12% ,,320,5
690,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici20% ,,320,5
691,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carrelli elevatori, mezzi di trasporto interno, ecc) 20% ",,320,5
692,"Autovetture, motoveicoli e simili 25% ",,320,5
693,Fabbricati destinati all'industria (come nella specie 1a)4% ,,321,5
694,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,321,5
695,"Macchinari e impianti generici (come nella specie 4a)7,5% ",,321,5
696,"Macchinari e impianti specifici12,5% ",,321,5
697,Attrezzatura varia e minuta e di laboratorio 20% ,,321,5
698,Mobili e macchine ordinarie d'ufficio 12% ,,321,5
699,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,321,5
700,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,321,5
701,"Autovetture, motoveicoli e simili 25% ",,321,5
702,Fabbricati destinati all'industria (come nella specie 1a)4% ,,322,5
703,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,322,5
704,Macchinari e impianti generici (come nella specie 4a)9% ,,322,5
705,Macchinari e impianti specifici (compresi i forni e gli impianti di condizionamento) 15% ,,322,5
706,Attrezzatura varia e minuta20% ,,322,5
707,Mobili e macchine ordinarie d'ufficio 12% ,,322,5
708,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici20% ,,322,5
709,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,322,5
710,"Autovetture, motoveicoli e simili 25% ",,322,5
711,Fabbricati destinati all'industria (come nella specie 1a)4% ,,323,5
712,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,323,5
713,"Macchinari operatori e impianti12,5% ",,323,5
714,Attrezzatura varia e minuta20% ,,323,5
715,Mobili e macchine ordinarie d'ufficio 12% ,,323,5
716,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici20% ,,323,5
717,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,323,5
718,"Autovetture, motoveicoli e simili 25% ",,323,5
719,Fabbricati destinati all'industria (come nella specie 1a)3% ,,324,5
720,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,324,5
721,"Macchinari e impianti generici (come nella specie 4a)7,5% ",,324,5
722,Macchinari e impianti specifici (compresi gli impianti di condizionamento) 14% ,,324,5
723,Attrezzatura varia e minuta e di laboratorio 20% ,,324,5
724,Mobili e macchine ordinarie d'ufficio 12% ,,324,5
725,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,324,5
726,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,324,5
727,"Autovetture, motoveicoli e simili 25% ",,324,5
728,Fabbricati destinati all'industria 4% ,,325,5
729,Costruzioni leggere 10% ,,325,5
730,Macchinari e impianti generici 10% ,,325,5
731,Macchinari e impianti specifici 16% ,,325,5
732,Attrezzatura varia e minuta e di laboratorio 20% ,,325,5
733,Mobili e macchine ordinarie d'ufficio 12% ,,325,5
734,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,325,5
735,Automezzi dei depositi periferici per consegna ai clienti 30% ,,325,5
736,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,325,5
737,"Autovetture, motoveicoli e simili 25% ",,325,5
738,Fabbricati destinati all'industria (come nella specie 1a)3% ,,326,5
739,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,326,5
740,Macchinari operatori e impianti10% ,,326,5
741,Attrezzatura varia e minuta20% ,,326,5
742,Mobili e macchine ordinarie d'ufficio 12% ,,326,5
743,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,326,5
744,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,326,5
745,"Autovetture, motoveicoli e simili 25% ",,326,5
746,Fabbricati destinati all'industria (come nella specie 1a)3% ,,327,5
747,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,327,5
748,Macchinari operatori e impianti10% ,,327,5
749,Attrezzatura varia e minuta20% ,,327,5
750,Mobili e macchine ordinarie d'ufficio 12% ,,327,5
751,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,327,5
752,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,327,5
753,"Autovetture, motoveicoli e simili 25% ",,327,5
754,Fabbricati destinati all'industria (come nella specie 1a)3% ,,328,5
755,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,328,5
756,Macchinari operatori e impianti10% ,,328,5
757,Attrezzatura varia e minuta20% ,,328,5
758,Mobili e macchine ordinarie d'ufficio 12% ,,328,5
759,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,328,5
760,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,328,5
761,"Autovetture, motoveicoli e simili 25% ",,328,5
762,Fabbricati destinati all'industria (come nella specie 1a)3% ,,329,5
763,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,329,5
764,Macchinari operatori e impianti10% ,,329,5
765,Attrezzatura varia e minuta20% ,,329,5
766,Mobili e macchine ordinarie d'ufficio 12% ,,329,5
767,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,329,5
768,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,329,5
769,"Autovetture, motoveicoli e simili 25% ",,329,5
770,Fabbricati destinati all'industria (come nella specie 1a)3% ,,330,5
771,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,330,5
772,Macchinari operatori e impianti10% ,,330,5
773,Attrezzatura varia e minuta20% ,,330,5
774,Mobili e macchine ordinarie d'ufficio 12% ,,330,5
775,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,330,5
776,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,330,5
777,"Autovetture, motoveicoli e simili 25% ",,330,5
778,Fabbricati destinati all'industria (come nella specie 1a)3% ,,331,5
779,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,331,5
780,"Macchinari e impianti generici (come nella specie 4a)7,5% ",,331,5
781,Macchinari e impianti specifici (compresi gli impianti di condizionamento) 14% ,,331,5
782,Attrezzatura varia e minuta e di laboratorio(comprese le casse e i fusti)20% ,,331,5
783,Mobili e macchine ordinarie d'ufficio 12% ,,331,5
784,Macchine d'ufficio elettromeccaniche ed elettroncihe compresi i computers e i sistemi telefonici elettronici 20% ,,331,5
785,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,331,5
786,"Autovetture, motoveicoli e simili 25% ",,331,5
787,Fabbricati destinati all'industria (come nella specie 1a)3% ,,332,5
788,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,332,5
789,Macchinari operatori e impianti10% ,,332,5
790,Attrezzatura varia e minuta e di laboratorio(compresi i frigoriferi e distributori automatici di bevande imbottigliate) 20% ,,332,5
791,Mobili e macchine ordinarie d'ufficio 12% ,,332,5
792,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,332,5
793,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,332,5
794,"Autovetture, motoveicoli e simili 25% ",,332,5
795,Fabbricati destinati all'industria (come nella specie 1a)4% ,,333,5
796,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,333,5
797,"Macchinari operatori ed impianti (compresi gli impianti di condizionamento) 12,5% ",,333,5
798,Attrezzatura varia e minuta20% ,,333,5
799,Mobili e macchine ordinarie d'ufficio 12% ,,333,5
800,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,333,5
801,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,333,5
802,"Autovetture, motoveicoli e simili 25% ",,333,5
803,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature) 3% ",,334,6
804,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,334,6
805,"Impianti generici e specifici (officina manutenzione, servizi vapore, mezzi di carico, scarico e pesatura, impianti di presa e produzione energia) 11,5% ",,334,6
806,"Attrezzatura varia e minuta (attrezzi, scali di alaggio, ecc) 25% ",,334,6
807,Mobili e macchine ordinarie d'ufficio 12% ,,334,6
808,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,334,6
809,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,334,6
810,"Autovetture, motoveicoli e simili 25% ",,334,6
811,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature) 3% ",,335,6
812,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,335,6
813,"Impianti generici e specifici (officina manutenzione, servizi vapore, mezzi di carico, scarico e pesatura, impianti di presa e produzione energia) 11,5% ",,335,6
814,"Attrezzatura varia e minuta (attrezzi, scali di alaggio, ecc) 25% ",,335,6
815,Mobili e macchine ordinarie d'ufficio 12% ,,335,6
816,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,335,6
817,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,335,6
818,"Autovetture, motoveicoli e simili 25% ",,335,6
819,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature) 3% ",,336,6
820,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,336,6
821,"Impianti generici e specifici (officina manutenzione, servizi vapore, mezzi di carico, scarico e pesatura, impianti di presa e produzione energia) 11,5% ",,336,6
822,"Attrezzatura varia e minuta (attrezzi, scali di alaggio, ecc) 25% ",,336,6
823,Mobili e macchine ordinarie d'ufficio 12% ,,336,6
824,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,336,6
825,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,336,6
826,"Autovetture, motoveicoli e simili 25% ",,336,6
827,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature) 3% ",,337,6
828,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,337,6
829,"Impianti generici e specifici (officina manutenzione, servizi vapore, mezzi di carico, scarico e pesatura, impianti di presa e produzione energia) 11,5% ",,337,6
830,"Attrezzatura varia e minuta (attrezzi, scali di alaggio, ecc) 25% ",,337,6
831,Mobili e macchine ordinarie d'ufficio 12% ,,337,6
832,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,337,6
833,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,337,6
834,"Autovetture, motoveicoli e simili 25% ",,337,6
835,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature) 3% ",,338,6
836,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,338,6
837,"Impianti generici e specifici (officina manutenzione, servizi vapore, mezzi di carico, scarico e pesatura, impianti di presa e produzione energia) 11,5% ",,338,6
838,"Attrezzatura varia e minuta (attrezzi, scali di alaggio, ecc) 25% ",,338,6
839,Mobili e macchine ordinarie d'ufficio 12% ,,338,6
840,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,338,6
841,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,338,6
842,"Autovetture, motoveicoli e simili 25% ",,338,6
843,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature) 3% ",,339,6
844,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,339,6
845,"Impianti generici e specifici (officina manutenzione, servizi vapore, mezzi di carico, scarico e pesatura, impianti di presa e produzione energia) 11,5% ",,339,6
846,"Attrezzatura varia e minuta (attrezzi, scali di alaggio, ecc) 25% ",,339,6
847,Mobili e macchine ordinarie d'ufficio 12% ,,339,6
848,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,339,6
849,"Autoveicoli da trasporto (auteveicoli pesanti in genere, carelli elevatori, mezzi di trasporto interno, ecc) 20% ",,339,6
850,"Autovetture, motoveicoli e simili 25% ",,339,6
851,"Fabbricati destinati all'industria (edifici, opere idrauliche, fisse, strade e piazzali, acquedotti e fognature3% ",,340,6
852,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,340,6
853,"Impianti generici e impianti specifici non compresi nella voce seguente (officina manutenzione, servizi vapore, mezzi di carico e scarico, e pesatura, misurazione, impianti di presa e produzione e macchine lavoraratrici energia) 7,5% ",,340,6
854,"Impianti e macchinari specifici (forni di cottura)12,5% ",,340,6
855,Attrezzatura varia e minuta (attrezzi e superfici attive) 20% ,,340,6
856,Mobili e macchine ordinarie d'ufficio 12% ,,340,6
857,Macchine d'ufficio elettromeccaniche ed elettroniche compresi i computers e i sistemi telefonici elettronici 20% ,,340,6
858,"Autoveicoli da trasporto (autoveicoli pesanti in genere, carreli elevatori, mezzi di trasporto interno, ecc)20% ",,340,6
859,"Autovetture, motoveicoli e simili 25% ",,340,6
860,"Fabbricati destinati all'industria (edifici, opere idrauliche fisse, strade e piazzali, acquedotti e fognature3% ",,341,6
861,"Costruzioni leggere (tettoie, baracche, ecc) 10% ",,341,6
862,"Impianti generici e impianti specifici non compresi nella voce seguente (presse, officina di manutenzione servizi vapore, mezzi di carico e scarico, misurazione, impianti di presa e produzione energia 10% ",,341,6
863,"Impianti e macchinari specifici con intervento di reagenti chimici e di alte pressioni (compresi i forni)12,5% ",,341,6
864,Attrezzatura varia e minuta20% ,,341,6
