id,code,name
856,522140,Gestione di centri di movimentazione merci (interporti)
857,522150,Gestione di parcheggi e autorimesse
858,522160,Attività di traino e soccorso stradale
859,522190,Altre attività connesse ai trasporti terrestri nca
860,522201,Liquefazione e rigassificazione di gas a scopo di trasporto marittimo e per vie d'acqua effettuata al di fuori del sito di estrazione
861,522209,Altre attività dei servizi connessi al trasporto marittimo e per vie d'acqua
862,522300,Attività dei servizi connessi al trasporto aereo
863,522410,Movimento merci relativo a trasporti aerei
864,522420,Movimento merci relativo a trasporti marittimi e fluviali
865,522430,Movimento merci relativo a trasporti ferroviari
866,522440,Movimento merci relativo ad altri trasporti terrestri
867,522910,Spedizionieri e agenzie di operazioni doganali
868,522921,Intermediari dei trasporti
869,522922,Servizi logistici relativi alla distribuzione delle merci
870,531000,Attività postali con obbligo di servizio universale
871,532000,Altre attività postali e di corriere senza obbligo di servizio universale
872,551000,Alberghi
873,552010,Villaggi turistici
874,552020,Ostelli della gioventù
875,552030,Rifugi di montagna
876,552040,Colonie marine e montane
877,552051,"Affittacamere per brevi soggiorni, case ed appartamenti per vacanze, bed and breakfast, residence"
878,552052,Attività di alloggio connesse alle aziende agricole
879,553000,Aree di campeggio e aree attrezzate per camper e roulotte
880,559010,Gestione di vagoni letto
881,559020,Alloggi per studenti e lavoratori con servizi accessori di tipo alberghiero
882,561011,Ristorazione con somministrazione
883,561012,Attività di ristorazione connesse alle aziende agricole
884,561020,Ristorazione senza somministrazione con preparazione di cibi da asporto
885,561030,Gelaterie e pasticcerie
886,561041,Gelaterie e pasticcerie ambulanti
887,561042,Ristorazione ambulante
888,561050,Ristorazione su treni e navi
889,562100,"Catering per eventi, banqueting"
890,562910,Mense
891,562920,Catering continuativo su base contrattuale
892,563000,Bar e altri esercizi simili senza cucina
893,581100,Edizione di libri
894,581201,Pubblicazione di elenchi
895,581202,Pubblicazione di mailing list
896,581300,Edizione di quotidiani
897,581400,Edizione di riviste e periodici
898,581900,Altre attività editoriali
899,582100,Edizione di giochi per computer
900,582900,Edizione di altri software a pacchetto (esclusi giochi per computer)
901,591100,"Attività di produzione cinematografica, di video e di programmi televisivi"
902,591200,"Attività di post-produzione cinematografica, di video e di programmi televisivi"
903,591300,"Attività di distribuzione cinematografica, di video e di programmi televisivi"
904,591400,Attività di proiezione cinematografica
905,592010,Edizione di registrazioni sonore
906,592020,Edizione di musica stampata
907,592030,Studi di registrazione sonora
908,601000,Trasmissioni radiofoniche
909,602000,Programmazione e trasmissioni televisive
910,611000,Telecomunicazioni fisse
911,612000,Telecomunicazioni mobili
912,613000,Telecomunicazioni satellitari
913,619010,Erogazione di servizi di accesso ad internet (ISP)
914,619020,Posto telefonico pubblico ed Internet Point
915,619091,Intermediazione in servizi di telecomunicazione e trasmissione dati
916,619099,Altre attività connesse alle telecomunicazioni nca
917,620100,Produzione di software non connesso all'edizione
918,620200,Consulenza nel settore delle tecnologie dell'informatica
919,620300,Gestione di strutture e apparecchiature informatiche hardware - housing (esclusa la riparazione)
920,620901,Configurazione di personal computer
921,620909,Altre attività dei servizi connessi alle tecnologie dell'informatica nca
922,631111,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf)
923,631119,Altre elaborazioni elettroniche di dati
924,631120,Gestione database (attività delle banche dati)
925,631130,Hosting e fornitura di servizi applicativi (ASP)
926,631200,Portali web
927,639100,Attività delle agenzie di stampa
928,639900,Altre attività dei servizi di informazione nca
929,641100,Attività della Banca Centrale
930,641910,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali
931,641920,Fondi comuni di investimento monetario
932,641930,Istituti di moneta elettronica (Imel)
933,641940,Cassa Depositi e Prestiti
934,642000,Attività delle società di partecipazione (holding)
935,643010,"Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)"
936,643020,Sicav (Società di investimento a capitale variabile)
937,649100,Leasing finanziario
938,649201,Attività dei consorzi di garanzia collettiva fidi
939,649209,Altre attività creditizie nca
940,649910,Attività di intermediazione mobiliare
941,649920,Attività di factoring
942,649930,Attività di merchant bank
943,649940,Attività delle società veicolo
944,649950,Attività di intermediazione in cambi
945,649960,Altre intermediazioni finanziarie nca
946,651100,Assicurazioni sulla vita
947,651200,Assicurazioni diverse da quelle sulla vita
948,652000,Attività di riassicurazione
949,653010,Attività dei fondi pensione aperti
950,653020,Attività dei fondi pensione negoziali
951,653030,Attività dei fondi pensione preesistenti
952,661100,Amministrazione di mercati finanziari
953,661200,Attività di negoziazione di contratti relativi a titoli e merci
954,661910,Attività di gestione ed elaborazione di pagamenti tramite carta di credito
955,661921,Promotori finanziari
956,661922,"Agenti, mediatori e procacciatori in prodotti finanziari"
957,661930,Attività delle società fiduciarie di amministrazione
958,661940,Attività di Bancoposta
959,661950,Servizi di trasferimento di denaro (money transfer)
960,662100,Attività dei periti e liquidatori indipendenti delle assicurazioni
961,662201,Broker di assicurazioni
962,662202,Agenti di assicurazioni
963,662203,Sub-agenti di assicurazioni
964,662204,"Produttori, procacciatori ed altri intermediari delle assicurazioni"
965,662901,Autorità centrali di vigilanza su assicurazioni e fondi pensione
966,662909,Altre attività ausiliarie delle assicurazioni e dei fondi pensione nca
967,663000,Gestione di fondi comuni di investimento e dei fondi pensione
968,681000,Compravendita di beni immobili effettuata su beni propri
969,682001,Locazione immobiliare di beni propri o in leasing (affitto)
970,682002,Affitto di aziende
971,683100,Attività di mediazione immobiliare
972,683200,Amministrazione di condomini e gestione di beni immobili per conto terzi
973,691010,Attività degli studi legali
974,691020,Attività degli studi notarili
975,692011,Servizi forniti da dottori commercialisti
976,692012,Servizi forniti da ragionieri e periti commerciali
977,692013,"Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi"
978,692014,Attività svolta dai Centri di assistenza fiscale (Caf)
979,692015,Gestione ed amministrazione del personale per conto terzi
980,692020,Attività delle società di revisione e certificazione di bilanci
981,692030,Attività dei consulenti del lavoro
982,701000,Attività delle holding impegnate nelle attività gestionali (holding operative)
983,702100,Pubbliche relazioni e comunicazione
984,702201,Attività di consulenza per la gestione della logistica aziendale
985,702209,Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale
986,711100,Attività degli studi di architettura
987,711210,Attività degli studi di ingegneria
988,711220,Servizi di progettazione di ingegneria integrata
989,711230,Attività tecniche svolte da geometri
990,711240,Attività di cartografia e aerofotogrammetria
991,711250,Attività di studio geologico e di prospezione geognostica e mineraria
992,712010,Collaudi e analisi tecniche di prodotti
993,712021,"Controllo di qualità e certificazione di prodotti, processi e sistemi"
994,712022,Attività per la tutela di beni di produzione controllata
995,721100,Ricerca e sviluppo sperimentale nel campo delle biotecnologie
996,721901,Ricerca e sviluppo sperimentale nel campo della geologia
997,721909,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria
998,722000,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche
999,731101,Ideazione di campagne pubblicitarie
1000,731102,Conduzione di campagne di marketing e altri servizi pubblicitari
1001,731200,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari
1002,732000,Ricerche di mercato e sondaggi di opinione
1003,741010,Attività di design di moda e design industriale
1004,741021,Attività dei disegnatori grafici di pagine web
1005,741029,Altre attività dei disegnatori grafici
1006,741030,Attività dei disegnatori tecnici
1007,741090,Altre attività di design
1008,742011,Attività di fotoreporter
1009,742012,Attività di riprese aeree nel campo della fotografia
1010,742019,Altre attività di riprese fotografiche
1011,742020,Laboratori fotografici per lo sviluppo e la stampa
1012,743000,Traduzione e interpretariato
1013,749011,Consulenza agraria fornita da agronomi
1014,749012,Consulenza agraria fornita da agrotecnici e periti agrari
1015,749021,Consulenza sulla sicurezza ed igiene dei posti di lavoro
1016,749029,Altra attività di consulenza in materia di sicurezza
1017,749091,Attività tecniche svolte da periti industriali
1018,749092,Attività riguardanti le previsioni meteorologiche
1019,749093,Altre attività di consulenza tecnica nca
1020,749094,Agenzie ed agenti o procuratori per lo spettacolo e lo sport
1021,749099,Altre attività professionali nca
1022,750000,Servizi veterinari
1023,771100,Noleggio di autovetture ed autoveicoli leggeri
1024,771200,Noleggio di autocarri e di altri veicoli pesanti
1025,772101,Noleggio di biciclette
1026,772102,Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò)
1027,772109,Noleggio di altre attrezzature sportive e ricreative
1028,772200,"Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame"
1029,772910,"Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario"
1030,772990,Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)
1031,773100,Noleggio di macchine e attrezzature agricole
1032,773200,Noleggio di macchine e attrezzature per lavori edili e di genio civile
1033,773300,Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
1034,773400,Noleggio di mezzi di trasporto marittimo e fluviale
1035,773500,Noleggio di mezzi di trasporto aereo
1036,773910,Noleggio di altri mezzi di trasporto terrestri
1037,773991,Noleggio di container adibiti ad alloggi o ad uffici
1038,773992,Noleggio di container per diverse modalità di trasporto
1039,773993,"Noleggio senza operatore di attrezzature di sollevamento e movimentazione merci: carrelli elevatori, pallet eccetera"
1040,773994,"Noleggio di strutture ed attrezzature per manifestazioni e spettacoli: impianti luce ed audio senza operatore, palchi, stand ed addobbi luminosi"
1041,773999,Noleggio senza operatore di altre macchine ed attrezzature nca
1042,774000,Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
1043,781000,"Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale"
1044,782000,Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
1045,783000,Altre attività di fornitura e gestione di risorse umane (staff leasing)
1046,791100,Attività delle agenzie di viaggio
1047,791200,Attività dei tour operator
1048,799011,"Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e d'intrattenimento"
1049,799019,Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio nca
1050,799020,Attività delle guide e degli accompagnatori turistici
1051,801000,Servizi di vigilanza privata
1052,802000,Servizi connessi ai sistemi di vigilanza
1053,803000,Servizi di investigazione privata
1054,811000,Servizi integrati di gestione agli edifici
1055,812100,Pulizia generale (non specializzata) di edifici
1056,812201,Attività di sterilizzazione di attrezzature medico sanitarie
1057,812202,Altre attività di pulizia specializzata di edifici e di impianti e macchinari industriali
1058,812910,Servizi di disinfestazione
1059,812991,"Pulizia e lavaggio di aree pubbliche, rimozione di neve e ghiaccio"
1060,812999,Altre attività di pulizia nca
1061,813000,"Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)"
1062,821101,Servizi integrati di supporto per le funzioni d'ufficio
1063,821102,"Gestione di uffici temporanei, uffici residence"
1064,821901,"Spedizione di materiale propagandistico, compilazione e gestione di indirizzi"
1065,821909,"Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio"
1066,822000,Attività dei call center
1067,823000,Organizzazione di convegni e fiere
1068,829110,Attività di agenzie di recupero crediti
1069,829120,Agenzie di informazioni commerciali
1070,829210,Imballaggio e confezionamento di generi alimentari
1071,829220,Imballaggio e confezionamento di generi non alimentari
1072,829910,Imprese di gestione esattoriale
1073,829920,"Agenzie di distribuzione di libri, giornali e riviste"
1074,829930,Servizi di gestione di pubblici mercati e pese pubbliche
1075,829940,Richiesta certificati e disbrigo pratiche
1076,829991,Servizi di stenotipia
1077,829999,Altri servizi di sostegno alle imprese nca
1078,841110,"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali"
1079,841120,Attività di pianificazione generale e servizi statistici generali
1080,841210,Regolamentazione dell'attività degli organismi preposti alla sanità
1081,841220,Regolamentazione dell'attività degli organismi preposti all'istruzione
1082,841230,Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente
1083,841240,"Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari"
1084,841310,Regolamentazione degli affari concernenti i combustibili e l'energia
1085,841320,"Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca"
1086,841330,"Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione"
1087,841340,Regolamentazione degli affari e servizi concernenti la costruzione di strade
1088,841350,Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima
1089,841360,Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni
1090,841370,Regolamentazione degli affari e servizi concernenti il commercio interno
1091,841380,Regolamentazione degli affari e servizi concernenti il turismo
1092,841390,Regolamentazione di altri affari e servizi economici
1093,842100,Affari esteri
1094,842200,Difesa nazionale
1095,842300,Giustizia ed attività giudiziarie
1096,842400,Ordine pubblico e sicurezza nazionale
1097,842510,Attività dei vigili del fuoco
1098,842520,Attività di protezione civile
1099,843000,Assicurazione sociale obbligatoria
1100,851000,"Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie"
1101,852000,Istruzione primaria: scuole elementari
1102,853110,Istruzione secondaria di primo grado: scuole medie
1103,853120,Istruzione secondaria di secondo grado di formazione generale: licei
1104,853201,Scuole di vela e navigazione che rilasciano brevetti o patenti commerciali
1105,853202,Scuole di volo che rilasciano brevetti o patenti commerciali
1106,853203,"Scuole di guida professionale per autisti, ad esempio di autocarri, di autobus e di pullman"
1107,853209,"Altra istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica"
1108,854100,Istruzione e formazione tecnica superiore (IFTS)
1109,854200,Istruzione universitaria e post-universitaria
1110,855100,Corsi sportivi e ricreativi
1111,855201,Corsi di danza
1112,855209,Altra formazione culturale
1113,855300,"Autoscuole, scuole di pilotaggio e nautiche"
1114,855910,Università popolare
1115,855920,Corsi di formazione e corsi di aggiornamento professionale
1116,855930,Scuole e corsi di lingua
1117,855990,Altri servizi di istruzione nca
1118,856001,Consulenza scolastica e servizi di orientamento scolastico
1119,856009,Altre attività di supporto all'istruzione
1120,861010,Ospedali e case di cura generici
1121,861020,Ospedali e case di cura specialistici
1122,861030,"Istituti, cliniche e policlinici universitari"
1123,861040,Ospedali e case di cura per lunga degenza
1124,862100,Servizi degli studi medici di medicina generale
1125,862201,Prestazioni sanitarie svolte da chirurghi
1126,862202,Ambulatori e poliambulatori del Servizio Sanitario Nazionale
1127,862203,Attività dei centri di radioterapia
1128,862204,Attività dei centri di dialisi
1129,862205,Studi di omeopatia e di agopuntura
1130,862206,Centri di medicina estetica
1131,862209,Altri studi medici specialistici e poliambulatori
1132,862300,Attività degli studi odontoiatrici
1133,869011,Laboratori radiografici
1134,869012,Laboratori di analisi cliniche
1135,869013,Laboratori di igiene e profilassi
1136,869021,Fisioterapia
1137,869029,Altre attività paramediche indipendenti nca
1138,869030,Attività svolta da psicologi
1139,869041,Attività degli ambulatori tricologici
1140,869042,"Servizi di ambulanza, delle banche del sangue e altri servizi sanitari nca"
1141,871000,Strutture di assistenza infermieristica residenziale per anziani
1142,872000,"Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti"
1143,873000,Strutture di assistenza residenziale per anziani e disabili
1144,879000,Altre strutture di assistenza sociale residenziale
1145,881000,Assistenza sociale non residenziale per anziani e disabili
1146,889100,Servizi di asili nido
1147,889900,Altre attività di assistenza sociale non residenziale nca
1148,900101,Attività nel campo della recitazione
1149,900109,Altre rappresentazioni artistiche
1150,900201,Noleggio con operatore di strutture ed attrezzature per manifestazioni e spettacoli
1151,900202,Attività nel campo della regia
1152,900209,Altre attività di supporto alle rappresentazioni artistiche
1153,900301,Attività dei giornalisti indipendenti
1154,900302,Attività di conservazione e restauro di opere d'arte
1155,900309,Altre creazioni artistiche e letterarie
1156,900400,"Gestione di teatri, sale da concerto e altre strutture artistiche"
1157,910100,Attività di biblioteche ed archivi
1158,910200,Attività di musei
1159,910300,Gestione di luoghi e monumenti storici e attrazioni simili
1160,910400,"Attività degli orti botanici, dei giardini zoologici e delle riserve naturali"
1161,920001,"Ricevitorie del Lotto, SuperEnalotto, Totocalcio eccetera"
1162,920002,Gestione di apparecchi che consentono vincite in denaro funzionanti a moneta o a gettone
1163,920009,Altre attività connesse con le lotterie e le scommesse
1164,931110,Gestione di stadi
1165,931120,Gestione di piscine
1166,931130,Gestione di impianti sportivi polivalenti
1167,931190,Gestione di altri impianti sportivi nca
1168,931200,Attività di club sportivi
1169,931300,Gestione di palestre
1170,931910,"Enti e organizzazioni sportive, promozione di eventi sportivi"
1171,931991,Ricarica di bombole per attività subacquee
1172,931992,Attività delle guide alpine
1173,931999,Altre attività sportive nca
1174,932100,Parchi di divertimento e parchi tematici
1175,932910,"Discoteche, sale da ballo night-club e simili"
1176,932920,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali"
1177,932930,Sale giochi e biliardi
1178,932990,Altre attività di intrattenimento e di divertimento nca
1179,941100,"Attività di organizzazione di datori di lavoro, federazioni di industria, commercio, artigianato e servizi, associazioni, unioni, federazioni fra istituzioni"
1180,941210,Attività di federazioni e consigli di ordini e collegi professionali
1181,941220,Attività di associazioni professionali
1182,942000,Attività dei sindacati di lavoratori dipendenti
1183,949100,Attività delle organizzazioni religiose nell'esercizio del culto
1184,949200,Attività dei partiti e delle associazioni politiche
1185,949910,Attività di organizzazioni per la tutela degli interessi e dei diritti dei cittadini
1186,949920,"Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby"
1187,949930,Attività di organizzazioni patriottiche e associazioni combattentistiche
1188,949940,Attività di organizzazioni per la cooperazione e la solidarietà internazionale
1189,949950,Attività di organizzazioni per la filantropia
1190,949960,Attività di organizzazioni per la promozione e la difesa degli animali e dell'ambiente
1191,949990,Attività di altre organizzazioni associative nca
1192,951100,Riparazione e manutenzione di computer e periferiche
1193,951201,"Riparazione e manutenzione di telefoni fissi, cordless e cellulari"
1194,951209,Riparazione e manutenzione di altre apparecchiature per le comunicazioni
1195,952100,Riparazione di prodotti elettronici di consumo audio e video
1196,952201,Riparazione di elettrodomestici e di articoli per la casa
1197,952202,Riparazione di articoli per il giardinaggio
1198,952300,"Riparazione di calzature e articoli da viaggio in pelle, cuoio o in altri materiali simili"
1199,952401,Riparazione di mobili e di oggetti di arredamento
1200,952402,Laboratori di tappezzeria
1201,952500,Riparazione di orologi e di gioielli
1202,952901,Riparazione di strumenti musicali
1203,952902,Riparazione di articoli sportivi (escluse le armi sportive) e attrezzature da campeggio (incluse le biciclette)
1204,952903,Modifica e riparazione di articoli di vestiario non effettuate dalle sartorie
1205,952904,"Servizi di riparazioni rapide, duplicazione chiavi, affilatura coltelli, stampa immediata su articoli tessili, incisioni rapide su metallo non prezioso"
1206,952909,Riparazione di altri beni di consumo per uso personale e per la casa nca
1207,960110,Attività delle lavanderie industriali
1208,960120,"Altre lavanderie, tintorie"
1209,960201,Servizi dei saloni di barbiere e parrucchiere
1210,960202,Servizi degli istituti di bellezza
1211,960203,Servizi di manicure e pedicure
1212,960300,Servizi di pompe funebri e attività connesse
1213,960410,Servizi di centri per il benessere fisico (esclusi gli stabilimenti termali)
1214,960420,Stabilimenti termali
1215,960901,"Attività di sgombero di cantine, solai e garage"
1216,960902,Attività di tatuaggio e piercing
1217,960903,Agenzie matrimoniali e d'incontro
1218,960904,Servizi di cura degli animali da compagnia (esclusi i servizi veterinari)
1219,960905,Organizzazione di feste e cerimonie
1220,960909,Altre attività di servizi per la persona nca
1221,970000,Attività di famiglie e convivenze come datori di lavoro per personale domestico
1222,981000,Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze
1223,982000,Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze
1224,990000,Organizzazioni ed organismi extraterritoriali
