id,code,name
454,331253,"Riparazione e manutenzione di macchine per le industrie chimiche, petrolchimiche e petrolifere"
455,331254,"Riparazione e manutenzione di macchine per la dosatura, la confezione e l'imballaggio"
456,331255,Riparazione e manutenzione di estintori (inclusa la ricarica)
457,331259,Riparazione e manutenzione di altre macchine di impiego generale nca
458,331260,Riparazione e manutenzione di trattori agricoli
459,331270,"Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia"
460,331291,Riparazione e manutenzione di parti intercambiabili per macchine utensili
461,331292,"Riparazione e manutenzione di giostre, altalene, padiglioni da tiro al bersaglio ed altre attrezzature per parchi di divertimento"
462,331299,Riparazione e manutenzione di altre macchine per impieghi speciali nca (incluse le macchine utensili)
463,331301,"Riparazione e manutenzione di apparecchiature ottiche, fotografiche e cinematografiche (escluse videocamere)"
464,331303,"Riparazione e manutenzione di apparecchi elettromedicali, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria"
465,331304,"Riparazione e manutenzione di apparati di distillazione per laboratori, di centrifughe per laboratori e di macchinari per pulizia ad ultrasuoni per laboratori"
466,331309,Riparazione e manutenzione di altre apparecchiature elettroniche (escluse quelle per le telecomunicazioni ed i computer)
467,331400,Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici)
468,331500,Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori)
469,331600,Riparazione e manutenzione di aeromobili e di veicoli spaziali
470,331700,"Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)"
471,331901,Riparazioni di pallets e contenitori in legno per trasporto
472,331902,Riparazione di prodotti in gomma
473,331903,Riparazione di articoli in vetro
474,331904,Riparazioni di altri prodotti in legno nca
475,331909,Riparazione di altre apparecchiature nca
476,332001,"Installazione di motori, generatori e trasformatori elettrici; di apparecchiature per la distribuzione e il controllo dell'elettricità (esclusa l'installazione all'interno degli edifici)"
477,332002,"Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmittenti radiotelevisivi, di impianti di apparecchiature elettriche ed elettroniche (esclusa l'installazione all'interno degli edifici)"
478,332003,"Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (incluse le apparecchiature di controllo dei processi industriali)"
479,332004,"Installazione di cisterne, serbatoi e contenitori in metallo"
480,332005,Installazione di generatori di vapore (escluse le caldaie per il riscaldamento centrale ad acqua calda)
481,332006,"Installazione di macchine per ufficio, di mainframe e computer simili"
482,332007,"Installazione di apparecchi medicali, di apparecchi e strumenti per odontoiatria"
483,332008,Installazione di apparecchi elettromedicali
484,332009,Installazione di altre macchine ed apparecchiature industriali
485,351100,Produzione di energia elettrica
486,351200,Trasmissione di energia elettrica
487,351300,Distribuzione di energia elettrica
488,351400,Commercio di energia elettrica
489,352100,Produzione di gas
490,352200,Distribuzione di combustibili gassosi mediante condotte
491,352300,Commercio di gas distribuito mediante condotte
492,353000,Fornitura di vapore e aria condizionata
493,360000,"Raccolta, trattamento e fornitura di acqua"
494,370000,Raccolta e depurazione delle acque di scarico
495,381100,Raccolta di rifiuti solidi non pericolosi
496,381200,Raccolta di rifiuti pericolosi solidi e non solidi
497,382101,Produzione di compost
498,382109,Trattamento e smaltimento di altri rifiuti non pericolosi
499,382200,Trattamento e smaltimento di rifiuti pericolosi
500,383110,Demolizione di carcasse
501,383120,Cantieri di demolizione navali
502,383210,Recupero e preparazione per il riciclaggio di cascami e rottami metallici
503,383220,"Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche"
504,383230,"Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse"
505,390001,Attività di rimozione di strutture ed elementi in amianto specializzata per l'edilizia
506,390009,Altre attività di risanamento e altri servizi di gestione dei rifiuti
507,411000,Sviluppo di progetti immobiliari senza costruzione
508,412000,Costruzione di edifici residenziali e non residenziali
509,421100,"Costruzione di strade, autostrade e piste aeroportuali"
510,421200,Costruzione di linee ferroviarie e metropolitane
511,421300,Costruzione di ponti e gallerie
512,422100,Costruzione di opere di pubblica utilità per il trasporto di fluidi
513,422200,Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni
514,429100,Costruzione di opere idrauliche
515,429901,Lottizzazione dei terreni connessa con l'urbanizzazione
516,429909,Altre attività di costruzione di altre opere di ingegneria civile nca
517,431100,Demolizione
518,431200,Preparazione del cantiere edile e sistemazione del terreno
519,431300,Trivellazioni e perforazioni
520,432101,Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione)
521,432102,Installazione di impianti elettronici (inclusa manutenzione e riparazione)
522,432103,"Installazione impianti di illuminazione stradale e dispositivi elettrici di segnalazione, illuminazione delle piste degli aeroporti (inclusa manutenzione e riparazione)"
523,432201,"Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione"
524,432202,Installazione di impianti per la distribuzione del gas (inclusa manutenzione e riparazione)
525,432203,Installazione di impianti di spegnimento antincendio (inclusi quelli integrati e la manutenzione e riparazione)
526,432204,Installazione di impianti di depurazione per piscine (inclusa manutenzione e riparazione)
527,432205,Installazione di impianti di irrigazione per giardini (inclusa manutenzione e riparazione)
528,432901,"Installazione, riparazione e manutenzione di ascensori e scale mobili"
529,432902,"Lavori di isolamento termico, acustico o antivibrazioni"
530,432909,Altri lavori di costruzione e installazione nca
531,433100,Intonacatura e stuccatura
532,433201,"Posa in opera di casseforti, forzieri, porte blindate"
533,433202,"Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili"
534,433300,Rivestimento di pavimenti e di muri
535,433400,Tinteggiatura e posa in opera di vetri
536,433901,Attività non specializzate di lavori edili (muratori)
537,433909,Altri lavori di completamento e di finitura degli edifici nca
538,439100,Realizzazione di coperture
539,439901,"Pulizia a vapore, sabbiatura e attività simili per pareti esterne di edifici"
540,439902,Noleggio di gru ed altre attrezzature con operatore per la costruzione o la demolizione
541,439909,Altre attività di lavori specializzati di costruzione nca
542,451101,Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri
543,451102,Intermediari del commercio di autovetture e di autoveicoli leggeri (incluse le agenzie di compravendita)
544,451901,Commercio all'ingrosso e al dettaglio di altri autoveicoli
545,451902,Intermediari del commercio di altri autoveicoli (incluse le agenzie di compravendita)
546,452010,Riparazioni meccaniche di autoveicoli
547,452020,Riparazione di carrozzerie di autoveicoli
548,452030,Riparazione di impianti elettrici e di alimentazione per autoveicoli
549,452040,Riparazione e sostituzione di pneumatici per autoveicoli
550,452091,Lavaggio auto
551,452099,Altre attività di manutenzione e di riparazione di autoveicoli
552,453101,Commercio all'ingrosso di parti e accessori di autoveicoli
553,453102,Intermediari del commercio di parti ed accessori di autoveicoli
554,453200,Commercio al dettaglio di parti e accessori di autoveicoli
555,454011,Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori
556,454012,Intermediari del commercio di motocicli e ciclomotori
557,454021,Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori
558,454022,Intermediari del commercio di parti ed accessori di motocicli e ciclomotori
559,454030,Manutenzione e riparazione di motocicli e ciclomotori (inclusi i pneumatici)
560,461101,Agenti e rappresentanti di materie prime agricole
561,461102,Agenti e rappresentanti di fiori e piante
562,461103,Agenti e rappresentanti di animali vivi
563,461104,Agenti e rappresentanti di fibre tessili gregge e semilavorate
564,461105,"Procacciatori d'affari di materie prime agricole, animali vivi, materie prime e semilavorati tessili; pelli grezze"
565,461106,"Mediatori in materie prime agricole, materie prime e semilavorati tessili; pelli grezze"
566,461107,Mediatori in animali vivi
567,461201,"Agenti e rappresentanti di carburanti, gpl, gas in bombole e simili; lubrificanti"
568,461202,Agenti e rappresentanti di combustibili solidi
569,461203,"Agenti e rappresentanti di minerali, metalli e prodotti semilavorati"
570,461204,Agenti e rappresentanti di prodotti chimici per l'industria
571,461205,Agenti e rappresentanti di prodotti chimici per l'agricoltura (inclusi i fertilizzanti)
572,461206,"Procacciatori d'affari di combustibili, minerali, metalli e prodotti chimici"
573,461207,"Mediatori in combustibili, minerali, metalli e prodotti chimici"
574,461301,"Agenti e rappresentanti di legname, semilavorati in legno e legno artificiale"
575,461302,Agenti e rappresentanti di materiale da costruzione (inclusi gli infissi e gli articoli igienico-sanitari)
576,461303,Agenti e rappresentanti di apparecchi ed accessori per riscaldamento e condizionamento e altri prodotti similari
577,461304,Procacciatori d'affari di legname e materiali da costruzione
578,461305,Mediatori in legname e materiali da costruzione
579,461401,"Agenti e rappresentanti di macchine, attrezzature ed impianti per l'industria ed il commercio; materiale e apparecchi elettrici ed elettronici per uso non domestico"
580,461402,Agenti e rappresentanti di macchine per costruzioni edili e stradali
581,461403,"Agenti e rappresentanti di macchine, attrezzature per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche"
582,461404,Agenti e rappresentanti di macchine ed attrezzature per uso agricolo (inclusi i trattori)
583,461405,"Agenti e rappresentanti di navi, aeromobili e altri veicoli (esclusi autoveicoli, motocicli, ciclomotori e biciclette)"
584,461406,"Procacciatori d'affari di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche"
585,461407,"Mediatori in macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche"
586,461501,"Agenti e rappresentanti di mobili in legno, metallo e materie plastiche"
587,461502,Agenti e rappresentanti di articoli di ferramenta e di bricolage
588,461503,"Agenti e rappresentanti di articoli casalinghi, porcellane, articoli in vetro eccetera"
589,461504,"Agenti e rappresentanti di vernici, carte da parati, stucchi e cornici decorativi"
590,461505,"Agenti e rappresentanti di mobili e oggetti di arredamento per la casa in canna, vimini, giunco, sughero, paglia; scope, spazzole, cesti e simili"
591,461506,"Procacciatori d'affari di mobili, articoli per la casa e ferramenta"
592,461507,"Mediatori in mobili, articoli per la casa e ferramenta"
593,461601,Agenti e rappresentanti di vestiario ed accessori di abbigliamento
594,461602,Agenti e rappresentanti di pellicce
595,461603,Agenti e rappresentanti di tessuti per abbigliamento ed arredamento (incluse merceria e passamaneria)
596,461604,"Agenti e rappresentanti di camicie, biancheria e maglieria intima"
597,461605,Agenti e rappresentanti di calzature ed accessori
598,461606,"Agenti e rappresentanti di pelletteria, valige ed articoli da viaggio"
599,461607,"Agenti e rappresentanti di articoli tessili per la casa, tappeti, stuoie e materassi"
600,461608,"Procacciatori d'affari di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle"
601,461609,"Mediatori in prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle"
602,461701,"Agenti e rappresentanti di prodotti ortofrutticoli freschi, congelati e surgelati"
603,461702,"Agenti e rappresentanti di carni fresche, congelate, surgelate, conservate e secche; salumi"
604,461703,"Agenti e rappresentanti di latte, burro e formaggi"
605,461704,"Agenti e rappresentanti di oli e grassi alimentari: olio d'oliva e di semi, margarina ed altri prodotti similari"
606,461705,Agenti e rappresentanti di bevande e prodotti similari
607,461706,"Agenti e rappresentanti di prodotti ittici freschi, congelati, surgelati e conservati e secchi"
608,461707,Agenti e rappresentanti di altri prodotti alimentari (incluse le uova e gli alimenti per gli animali domestici)
609,461708,"Procacciatori d'affari di prodotti alimentari, bevande e tabacco"
610,461709,"Mediatori in prodotti alimentari, bevande e tabacco"
611,461811,Agenti e rappresentanti di carta e cartone (esclusi gli imballaggi)
612,461812,Agenti e rappresentanti di libri e altre pubblicazioni (incluso i relativi abbonamenti)
613,461813,"Procacciatori d'affari di prodotti di carta, cancelleria, libri"
614,461814,"Mediatori in prodotti di carta, cancelleria, libri"
615,461821,"Agenti e rappresentanti di elettronica di consumo audio e video, materiale elettrico per uso domestico"
616,461822,Agenti e rappresentanti di apparecchi elettrodomestici
617,461823,"Procacciatori d'affari di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici"
618,461824,"Mediatori in elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici"
619,461831,Agenti e rappresentanti di prodotti farmaceutici
620,461832,"Agenti e rappresentanti di prodotti sanitari ed apparecchi medicali, chirurgici e ortopedici; apparecchi per centri di estetica"
621,461833,Agenti e rappresentanti di prodotti di profumeria e di cosmetica (inclusi articoli per parrucchieri)
622,461834,Procacciatori d'affari di prodotti farmaceutici e di cosmetici
623,461835,Mediatori in prodotti farmaceutici e cosmetici
624,461891,Agenti e rappresentanti di attrezzature sportive
625,461892,"Agenti e rappresentanti di orologi, oggetti e semilavorati per gioielleria e oreficeria"
626,461893,"Agenti e rappresentanti di articoli fotografici, ottici e prodotti simili; strumenti scientifici e per laboratori di analisi"
627,461894,"Agenti e rappresentanti di saponi, detersivi, candele e prodotti simili"
628,461895,Agenti e rappresentanti di giocattoli
629,461896,Agenti e rappresentanti di chincaglieria e bigiotteria
630,461897,"Agenti e rappresentanti di altri prodotti non alimentari nca (inclusi gli imballaggi e gli articoli antinfortunistici, antincendio e pubblicitari)"
631,461898,"Procacciatori d'affari di attrezzature sportive, biciclette e altri prodotti nca"
632,461899,"Mediatori in attrezzature sportive, biciclette e altri prodotti nca"
633,461901,Agenti e rappresentanti di vari prodotti senza prevalenza di alcuno
634,461902,Procacciatori d'affari di vari prodotti senza prevalenza di alcuno
635,461903,Mediatori in vari prodotti senza prevalenza di alcuno
636,461904,Gruppi di acquisto
637,462110,Commercio all'ingrosso di cereali e legumi secchi
638,462121,Commercio all'ingrosso di tabacco grezzo
639,462122,"Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina"
640,462200,Commercio all'ingrosso di fiori e piante
641,462300,Commercio all'ingrosso di animali vivi
642,462410,Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)
643,462420,Commercio all'ingrosso di pelli gregge e lavorate per pellicceria
644,463110,Commercio all'ingrosso di frutta e ortaggi freschi
645,463120,Commercio all'ingrosso di frutta e ortaggi conservati
646,463210,"Commercio all'ingrosso di carne fresca, congelata e surgelata"
647,463220,Commercio all'ingrosso di prodotti di salumeria
648,463310,Commercio all'ingrosso di prodotti lattiero-caseari e di uova
649,463320,Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale
650,463410,Commercio all'ingrosso di bevande alcoliche
651,463420,Commercio all'ingrosso di bevande non alcoliche
652,463500,Commercio all'ingrosso di prodotti del tabacco
653,463600,"Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno"
654,463701,Commercio all'ingrosso di caffè
655,463702,"Commercio all'ingrosso di tè, cacao e spezie"
656,463810,Commercio all'ingrosso di prodotti della pesca freschi
657,463820,"Commercio all'ingrosso di prodotti della pesca congelati, surgelati, conservati, secchi"
658,463830,Commercio all'ingrosso di pasti e piatti pronti
659,463890,Commercio all'ingrosso di altri prodotti alimentari
660,463910,Commercio all'ingrosso non specializzato di prodotti surgelati
661,463920,"Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco"
662,464110,Commercio all'ingrosso di tessuti
663,464120,"Commercio all'ingrosso di articoli di merceria, filati e passamaneria"
664,464190,Commercio all'ingrosso di altri articoli tessili
665,464210,Commercio all'ingrosso di abbigliamento e accessori
666,464220,Commercio all'ingrosso di articoli in pelliccia
667,464230,"Commercio all'ingrosso di camicie, biancheria intima, maglieria e simili"
668,464240,Commercio all'ingrosso di calzature e accessori
669,464310,"Commercio all'ingrosso di elettrodomestici, di elettronica di consumo audio e video"
670,464320,"Commercio all'ingrosso di supporti registrati, audio, video (Cd, Dvd e altri supporti)"
671,464330,"Commercio all'ingrosso di articoli per fotografia, cinematografia e ottica"
672,464410,Commercio all'ingrosso di vetreria e cristalleria
673,464420,Commercio all'ingrosso di ceramiche e porcellana
674,464430,"Commercio all'ingrosso di saponi, detersivi e altri prodotti per la pulizia"
675,464440,"Commercio all'ingrosso di coltelleria, posateria e pentolame"
676,464500,Commercio all'ingrosso di profumi e cosmetici
677,464610,Commercio all'ingrosso di medicinali
678,464620,Commercio all'ingrosso di prodotti botanici per uso farmaceutico
679,464630,Commercio all'ingrosso di articoli medicali ed ortopedici
680,464710,Commercio all'ingrosso di mobili di qualsiasi materiale
681,464720,Commercio all'ingrosso di tappeti
682,464730,Commercio all'ingrosso di articoli per l'illuminazione
683,464800,Commercio all'ingrosso di orologi e di gioielleria
684,464910,"Commercio all'ingrosso di carta, cartone e articoli di cartoleria"
685,464920,"Commercio all'ingrosso di libri, riviste e giornali"
686,464930,Commercio all'ingrosso di giochi e giocattoli
687,464940,Commercio all'ingrosso di articoli sportivi (incluse le biciclette)
688,464950,Commercio all'ingrosso di articoli in pelle
689,464990,Commercio all'ingrosso di vari prodotti di consumo non alimentare nca
690,465100,"Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software"
691,465201,Commercio all'ingrosso di apparecchi e materiali telefonici
692,465202,Commercio all'ingrosso di nastri non registrati
693,465209,Commercio all'ingrosso di altre apparecchiature elettroniche per telecomunicazioni e di altri componenti elettronici
694,466100,"Commercio all'ingrosso di macchine, accessori e utensili agricoli, inclusi i trattori"
695,466200,Commercio all'ingrosso di macchine utensili (incluse le relative parti intercambiabili)
696,466300,"Commercio all'ingrosso di macchine per le miniere, l'edilizia e l'ingegneria civile"
697,466400,"Commercio all'ingrosso di macchine per l'industria tessile, di macchine per cucire e per maglieria"
698,466500,Commercio all'ingrosso di mobili per ufficio e negozi
699,466600,Commercio all'ingrosso di altre macchine e attrezzature per ufficio
700,466911,Commercio all'ingrosso di imbarcazioni da diporto
701,466919,Commercio all'ingrosso di altri mezzi ed attrezzature di trasporto
702,466920,Commercio all'ingrosso di materiale elettrico per impianti di uso industriale
703,466930,"Commercio all'ingrosso di apparecchiature per parrucchieri, palestre, solarium e centri estetici"
704,466991,Commercio all'ingrosso di strumenti e attrezzature di misurazione per uso scientifico
705,466992,Commercio all'ingrosso di strumenti e attrezzature di misurazione per uso non scientifico
706,466993,Commercio all'ingrosso di giochi per luna-park e videogiochi per pubblici esercizi
707,466994,Commercio all'ingrosso di articoli antincendio e antinfortunistici
708,466999,"Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazione nca"
709,467100,"Commercio all'ingrosso di prodotti petroliferi e lubrificanti per autotrazione, di combustibili per riscaldamento"
710,467210,"Commercio all'ingrosso di minerali metalliferi, di metalli ferrosi e prodotti semilavorati"
711,467220,Commercio all'ingrosso di metalli non ferrosi e prodotti semilavorati
712,467310,"Commercio all'ingrosso di legname, semilavorati in legno e legno artificiale"
713,467321,Commercio all'ingrosso di moquette e linoleum
714,467322,Commercio all'ingrosso di altri materiali per rivestimenti (inclusi gli apparecchi igienico-sanitari)
715,467323,Commercio all'ingrosso di infissi
716,467329,Commercio all'ingrosso di altri materiali da costruzione
717,467330,Commercio all'ingrosso di vetro piano
718,467340,"Commercio all'ingrosso di carta da parati, colori e vernici"
719,467410,Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta)
720,467420,"Commercio all'ingrosso di apparecchi e accessori per impianti idraulici, di riscaldamento e di condizionamento"
721,467501,Commercio all'ingrosso di fertilizzanti e di altri prodotti chimici per l'agricoltura
722,467502,Commercio all'ingrosso di prodotti chimici per l'industria
723,467610,Commercio all'ingrosso di fibre tessili gregge e semilavorate
724,467620,"Commercio all'ingrosso di gomma greggia, materie plastiche in forme primarie e semilavorati"
725,467630,Commercio all'ingrosso di imballaggi
726,467690,Commercio all'ingrosso di altri prodotti intermedi nca
727,467710,Commercio all'ingrosso di rottami e sottoprodotti della lavorazione industriale metallici
728,467720,"Commercio all'ingrosso di altri materiali di recupero non metallici (vetro, carta, cartoni eccetera); sottoprodotti non metallici della lavorazione industriale (cascami)"
729,469000,Commercio all'ingrosso non specializzato
730,471110,Ipermercati
731,471120,Supermercati
732,471130,Discount di alimentari
733,471140,Minimercati ed altri esercizi non specializzati di alimentari vari
734,471150,Commercio al dettaglio di prodotti surgelati
735,471910,Grandi magazzini
736,471920,"Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le telecomunicazioni, elettronica di consumo audio e video, elettrodomestici"
737,471990,Empori ed altri negozi non specializzati di vari prodotti non alimentari
738,472101,Commercio al dettaglio di frutta e verdura fresca
739,472102,Commercio al dettaglio di frutta e verdura preparata e conservata
740,472200,Commercio al dettaglio di carni e di prodotti a base di carne
741,472300,"Commercio al dettaglio di pesci, crostacei e molluschi"
742,472410,Commercio al dettaglio di pane
743,472420,"Commercio al dettaglio di torte, dolciumi, confetteria"
744,472500,Commercio al dettaglio di bevande
745,472600,Commercio al dettaglio di generi di monopolio (tabaccherie)
746,472910,Commercio al dettaglio di latte e di prodotti lattiero-caseari
747,472920,Commercio al dettaglio di caffè torrefatto
748,472930,Commercio al dettaglio di prodotti macrobiotici e dietetici
749,472990,Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca
750,473000,Commercio al dettaglio di carburante per autotrazione
751,474100,"Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati"
752,474200,Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati
753,474300,Commercio al dettaglio di apparecchi audio e video in esercizi specializzati
754,475110,"Commercio al dettaglio di tessuti per l'abbigliamento, l'arredamento e di biancheria per la casa"
755,475120,Commercio al dettaglio di filati per maglieria e merceria
756,475210,"Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico"
757,475220,Commercio al dettaglio di articoli igienico-sanitari
758,475230,"Commercio al dettaglio di materiali da costruzione, ceramiche e piastrelle"
759,475240,"Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio"
760,475311,Commercio al dettaglio di tende e tendine
761,475312,Commercio al dettaglio di tappeti
762,475320,Commercio al dettaglio di carta da parati e rivestimenti per pavimenti (moquette e linoleum)
763,475400,Commercio al dettaglio di elettrodomestici in esercizi specializzati
764,475910,Commercio al dettaglio di mobili per la casa
765,475920,"Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame"
766,475930,Commercio al dettaglio di articoli per l'illuminazione
767,475940,Commercio al dettaglio di macchine per cucire e per maglieria per uso domestico
768,475950,Commercio al dettaglio di sistemi di sicurezza
769,475960,Commercio al dettaglio di strumenti musicali e spartiti
770,475991,"Commercio al dettaglio di articoli in legno, sughero, vimini e articoli in plastica per uso domestico"
771,475999,Commercio al dettaglio di altri articoli per uso domestico nca
772,476100,Commercio al dettaglio di libri nuovi in esercizi specializzati
773,476210,"Commercio al dettaglio di giornali, riviste e periodici"
774,476220,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio
775,476300,Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati
776,476410,"Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero"
777,476420,Commercio al dettaglio di natanti e accessori
778,476500,Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici)
779,477110,Commercio al dettaglio di confezioni per adulti
780,477120,Commercio al dettaglio di confezioni per bambini e neonati
781,477130,"Commercio al dettaglio di biancheria personale, maglieria, camicie"
782,477140,Commercio al dettaglio di pellicce e di abbigliamento in pelle
783,477150,"Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte"
784,477210,Commercio al dettaglio di calzature e accessori
785,477220,Commercio al dettaglio di articoli di pelletteria e da viaggio
786,477310,Farmacie
787,477320,Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica
788,477400,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati
789,477510,"Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale"
790,477520,Erboristerie
791,477610,Commercio al dettaglio di fiori e piante
792,477620,Commercio al dettaglio di piccoli animali domestici
793,477700,"Commercio al dettaglio di orologi, articoli di gioielleria e argenteria"
794,477810,Commercio al dettaglio di mobili per ufficio
795,477820,Commercio al dettaglio di materiale per ottica e fotografia
796,477831,Commercio al dettaglio di oggetti d'arte (incluse le gallerie d'arte)
797,477832,Commercio al dettaglio di oggetti d'artigianato
798,477833,Commercio al dettaglio di arredi sacri ed articoli religiosi
799,477834,Commercio al dettaglio di articoli da regalo e per fumatori
800,477835,Commercio al dettaglio di bomboniere
801,477836,Commercio al dettaglio di chincaglieria e bigiotteria (inclusi gli oggetti ricordo e gli articoli di promozione pubblicitaria)
802,477837,Commercio al dettaglio di articoli per le belle arti
803,477840,Commercio al dettaglio di combustibile per uso domestico e per riscaldamento
804,477850,"Commercio al dettaglio di armi e munizioni, articoli militari"
805,477860,"Commercio al dettaglio di saponi, detersivi, prodotti per la lucidatura e affini"
806,477891,"Commercio al dettaglio di filatelia, numismatica e articoli da collezionismo"
807,477892,"Commercio al dettaglio di spaghi, cordami, tele e sacchi di juta e prodotti per l'imballaggio (esclusi quelli in carta e cartone)"
808,477893,Commercio al dettaglio di articoli funerari e cimiteriali
809,477894,Commercio al dettaglio di articoli per adulti (sexy shop)
810,477899,Commercio al dettaglio di altri prodotti non alimentari nca
811,477910,Commercio al dettaglio di libri di seconda mano
812,477920,Commercio al dettaglio di mobili usati e oggetti di antiquariato
813,477930,Commercio al dettaglio di indumenti e altri oggetti usati
814,477940,Case d'asta al dettaglio (escluse aste via internet)
815,478101,Commercio al dettaglio ambulante di prodotti ortofrutticoli
816,478102,Commercio al dettaglio ambulante di prodotti ittici
817,478103,Commercio al dettaglio ambulante di carne
818,478109,Commercio al dettaglio ambulante di altri prodotti alimentari e bevande nca
819,478201,"Commercio al dettaglio ambulante di tessuti, articoli tessili per la casa, articoli di abbigliamento"
820,478202,Commercio al dettaglio ambulante di calzature e pelletterie
821,478901,"Commercio al dettaglio ambulante di fiori, piante, bulbi, semi e fertilizzanti"
822,478902,"Commercio al dettaglio ambulante di macchine, attrezzature e prodotti per l'agricoltura; attrezzature per il giardinaggio"
823,478903,"Commercio al dettaglio ambulante di profumi e cosmetici; saponi, detersivi ed altri detergenti per qualsiasi uso"
824,478904,Commercio al dettaglio ambulante di chincaglieria e bigiotteria
825,478905,Commercio al dettaglio ambulante di arredamenti per giardino
826,478909,Commercio al dettaglio ambulante di altri prodotti nca
827,479110,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet
828,479120,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato per televisione
829,479130,"Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza, radio, telefono"
830,479910,"Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta)"
831,479920,Commercio effettuato per mezzo di distributori automatici
832,491000,Trasporto ferroviario di passeggeri (interurbano)
833,492000,Trasporto ferroviario di merci
834,493100,Trasporto terrestre di passeggeri in aree urbane e suburbane
835,493210,Trasporto con taxi
836,493220,Trasporto mediante noleggio di autovetture da rimessa con conducente
837,493901,"Gestioni di funicolari, ski-lift e seggiovie se non facenti parte dei sistemi di transito urbano o suburbano"
838,493909,Altre attività di trasporti terrestri di passeggeri nca
839,494100,Trasporto di merci su strada
840,494200,Servizi di trasloco
841,495010,Trasporto mediante condotte di gas
842,495020,Trasporto mediante condotte di liquidi
843,501000,Trasporto marittimo e costiero di passeggeri
844,502000,Trasporto marittimo e costiero di merci
845,503000,Trasporto di passeggeri per vie d'acqua interne (inclusi i trasporti lagunari)
846,504000,Trasporto di merci per vie d'acqua interne
847,511010,Trasporto aereo di linea di passeggeri
848,511020,Trasporto aereo non di linea di passeggeri
849,512100,Trasporto aereo di merci
850,512200,Trasporto spaziale
851,521010,Magazzini di custodia e deposito per conto terzi
852,521020,Magazzini frigoriferi per conto terzi
853,522110,Gestione di infrastrutture ferroviarie
854,522120,"Gestione di strade, ponti, gallerie"
855,522130,Gestione di stazioni per autobus
