no_import,default_code,supplier_product_code,COD.ART.PROD.,name,GIAC.,GIAC.MIN.,IMP.,ORD.,PREAS.,U.M.,PRZ.LISTINO,SC. L.1,SC. L.2,SC. L.3,supplier_cost,ALTRI FORN.,RIC. 1,price,IVA,supplier_name,GRUPPO MERCEOLOGICO,MARCA,COD.SC.PROD.,SIGLA PROD.,COD.PROD.,PRODUTTORE,POS.MAG.,MOV.,COD.REP.,REPARTO,COD.SET.,SETTORE,COD.FAM.,FAMIGLIA,LINEA,COD.BARRE,COD.RAGGRUP.,E.C.,DATA INS
,1581,137935,, 930 COLLARE GRIGIO 16-32,0,0,0,0,0,N.,"0,1102",0,0,0,"0,1102",,30,"0,14326",22,COMET,,,0,,0,,,S,,,,,,,,,,,09/08/2011
,2871,2901435,, CONT.COMP.1 FORO D.22 M25,0,0,0,0,0,N.,"11,12",0,0,0,"11,12",,30,"14,456",22,COMET,,,0,,0,,,S,,,,,,,,,,,22/02/2012
,204,1293920,,0T250E04 SEZIONATORE 250A QUADRIPOLARE,0,0,0,0,0,N.,"85,6",0,0,0,"85,6",,30,"111,28",22,COMET,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,4594,125371,,"1009 GUARNIZIONE GITIFLEX 1/2""",0,0,0,0,0,N.,"0,232",0,0,0,"0,232",,30,"0,3016",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,09/11/2012
,4595,125372,,"1009 GUARNIZIONE GITIFLEX 3/8""",0,0,0,0,0,N.,"0,232",0,0,0,"0,232",,30,"0,3016",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,09/11/2012
,2833,125393,,1076 GUARNIZ. CARTONE GHISA 1 1/4,0,0,0,0,0,N.,"0,04",0,0,0,"0,04",,30,"0,052",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,15/02/2012
,812,RB00050,,"1601 VALVOLA SFERA MF 1/2"" LEVA",0,0,0,0,0,N.,"3,504",0,0,0,"3,504",,30,"4,5552",22,TERMOADRIATICA SRL,,,0,,0,,,S,,,,,,,,,,,15/06/2011
,858,ARE1984,,1984 FULCRON SGRASSANTE KG30,0,0,0,0,0,N.,"93,88",0,0,0,"93,88",,30,"122,044",22,TEKNOMECCANICA SRL,,,0,,0,,,S,,,,,,,,,,,16/06/2011
,5065,705232,,244032 MANIC. HTU DN32 L95,0,0,0,0,0,N.,"1,064",0,0,0,"1,064",,30,"1,3832",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,12/06/2013
,860,CMZ253001,,"2530 1/4""-1/8"" ACCESSORI RACCORDERIA",0,0,0,0,0,N.,"0,31",0,0,0,"0,31",,30,"0,403",22,TEKNOMECCANICA SRL,,,0,,0,,,S,,,,,,,,,,,16/06/2011
,1281,45810,,45 BANQUISE INT. BIPOLARE,0,0,0,0,0,N.,"3,82541",0,0,0,"3,82541",,30,"4,97303",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,20/07/2011
,676,ARE4758,,4758 SYSTEM RIPARA METALLO,0,0,0,0,0,N.,"5,3025",0,0,0,"5,3025",,30,"6,89325",22,TEKNOMECCANICA SRL,,,0,,0,,,S,,,,,,,,,,,08/06/2011
,3033,UNIBLOCK,,50 DISPOSITIVI,0,0,0,0,0,N.,"15,31",0,0,0,"15,31",,30,"19,903",22,VERCLIMA,,,0,,0,,,S,,,,,,,,,,,05/03/2012
,1039,600602525,,"6006 PRESE ST. ECO D.25X3/4""",0,0,0,0,0,N.,"0,69",0,0,0,"0,69",,30,"0,897",22,PICENUM PLAST SPA,,,0,,0,,,S,,,,,,,,,,,24/06/2011
,4212,125671,,"7863 RUB. 3 VIE CROMO 1/2""",0,0,0,0,0,N.,"9,84",0,0,0,"9,84",,30,"12,792",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,13/08/2012
,4354,FROR-FLT,,80X50 CAVO FILTUBO 8X050,0,0,0,0,0,N.,"0,54",0,0,0,"0,54",,30,"0,702",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,27/09/2012
,1582,137942,,960 COLLARE FISSAGGIO 25-63,0,0,0,0,0,N.,"0,177",0,0,0,"0,177",,30,"0,2301",22,COMET,,,0,,0,,,S,,,,,,,,,,,09/08/2011
,1156,AZG034,,A034 CINGHIA TRAPEZIA,0,0,0,0,0,N.,"3,7",0,0,0,"3,7",,30,"4,81",22,EDILWARE SRL,,,0,,0,,,S,,,,,,,,,,,30/06/2011
,1881,0008192,,"ACS CE PER AUTOCLAVE DA 24LT DIAM. 1""M 8 BAR",0,0,0,0,0,N.,"24,5",0,0,0,"24,5",,30,"31,85",22,CICAI MARCHE SOC.COOP,,,0,,0,,,S,,,,,,,,,,,05/09/2011
,3975,1033274076364,,ADATATORE CIVILE CEE,0,0,0,0,0,N.,"8,91",0,0,0,"8,91",,30,"11,583",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,18/07/2012
,3976,9077121,,ADATT IND 2P+T 16A 2P+1SK,0,0,0,0,0,N.,"8,92",0,0,0,"8,92",,30,"11,596",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,18/07/2012
,1663,1259438,,ADATT PRESA CCS BTICINO MATIX-BIANCO,0,0,0,0,0,N.,"1,3",0,0,0,"1,3",,30,"1,69",22,COMET,,,0,,0,,,S,,,,,,,,,,,11/08/2011
,1418,929790,,ADATT. 1S.10A+T 1P.SCHUKO BIA,0,0,0,0,0,N.,1,0,0,0,1,,30,"1,3",22,COMET,,,0,,0,,,S,,,,,,,,,,,29/07/2011
,4803,820202,,ADATTATORE 1/2X16,0,0,0,0,0,N.,"2,18",0,0,0,"2,18",,30,"2,834",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,09/04/2013
,1393,0121564848970,,ADATTATORE 16A +T 3P,0,0,0,0,0,N.,"2,4166",0,0,0,"2,4166",,30,"3,14158",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,27/07/2011
,2623,697491,,"ADATTATORE C/BICC. 100X0,25",0,0,0,0,0,N.,"4,08",0,0,0,"4,08",,30,"5,304",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,02/01/2012
,950,030984,,ADATTATORE FF PRESS. RAME GAS 16X15,0,0,0,0,0,N.,"4,32",0,0,0,"4,32",,30,"5,616",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,20/06/2011
,2728,030878,,ADATTATORE MF PRESS. RAME GAS 15X16,0,0,0,0,0,N.,"3,26",0,0,0,"3,26",,30,"4,238",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,27/01/2012
,4162,1942804,,ADATTATORE PER MONT GUIDA DIN STRUM 32X74,0,0,0,0,0,N.,"8,18",0,0,0,"8,18",,30,"10,634",22,COMET,,,0,,0,,,S,,,,,,,,,,,31/07/2012
,5607,458061,,ADATTATORE PER TUBO RAME 14X16,0,0,0,0,0,N.,"1,64",0,0,0,"1,64",,30,"2,132",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,22/10/2013
,3971,1797459,,ADATTATORE POWER CHANGE SEGHE A TASSA 14/152,0,0,0,0,0,N.,"18,41",0,0,0,"18,41",,30,"23,933",22,COMET,,,0,,0,,,S,,,,,,,,,,,18/07/2012
,3716,2004037,,ADATTATORE PRESA PER BTI MATIX,0,0,0,0,0,N.,"1,39",0,0,0,"1,39",,30,"1,807",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,28/05/2012
,3671,1091020,,ADDITIVO TERMOFL. AT30 TANICA 20 LITRI,0,0,0,0,0,N.,44,0,0,0,44,,30,"57,2",22,RDZ SPA,,,0,,0,,,S,,,,,,,,,,,22/05/2012
,805,17303 10105,,ADESIVO 520 ARMAFLEX LT0.5,0,0,0,0,0,N.,"10,69",0,0,0,"10,69",,30,"13,897",22,TECNOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,14/06/2011
,3711,1026102003809,,ADESIVO BOSTON 30X50,0,0,0,0,0,N.,"1,25",0,0,0,"1,25",,30,"1,625",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,28/05/2012
,1706,010002005002001,,ADESIVO ISTANT. 20 GR.,0,0,0,0,0,N.,"11,97",0,0,0,"11,97",,30,"15,561",22,PICENA SRL,,,0,,0,,,S,,,,,,,,,,,12/08/2011
,2666,38302,,ADESIVO PER PVC-125,0,0,0,0,0,N.,"3,63",0,0,0,"3,63",,30,"4,719",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,16/01/2012
,2634,224640,,AERATORE LAVABO M 24X1,0,0,0,0,0,N.,"1,28",0,0,0,"1,28",,30,"1,664",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,04/01/2012
,4938,224639,,AERATORE LAVEL F 22X1 CRO,0,0,0,0,0,N.,"1,38",0,0,0,"1,38",,30,"1,794",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,03/05/2013
,3768,L051,,AEREATORE 22X1 FEMM.,0,0,0,0,0,N.,1,0,0,0,1,,30,"1,3",22,SET THERM DI MARCOZZI A. & C. ,,,0,,0,,,S,,,,,,,,,,,06/06/2012
,3769,L053,,AEREATORE 24X1 MASCHIO,0,0,0,0,0,N.,"1,025",0,0,0,"1,025",,30,"1,3325",22,SET THERM DI MARCOZZI A. & C. ,,,0,,0,,,S,,,,,,,,,,,06/06/2012
,3512,19535-200,,ALBERO PROLUNGA 200MM X SD1-SD2,0,0,0,0,0,N.,"1,31",0,0,0,"1,31",,30,"1,703",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,08/05/2012
,1976,1018626063056,,ALCOOL ATTIVO SAI VETRO 750ML,0,0,0,0,0,N.,"1,25",0,0,0,"1,25",,30,"1,625",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,14/09/2011
,1575,2280066,,ALIM IN 90-264AC 100-370VDC OUT 24VDC 3A,0,0,0,0,0,N.,"37,63",0,0,0,"37,63",,30,"48,919",22,COMET,,,0,,0,,,S,,,,,,,,,,,09/08/2011
,4064,2011905,,ALIMENT SW 90/264VAC 24VDC 1.2A,0,0,0,0,0,N.,"30,53",0,0,0,"30,53",,30,"39,689",22,COMET,,,0,,0,,,S,,,,,,,,,,,20/07/2012
,4792,VF0612,,ALIMENT.BRAUKMANN VF06 1/2,0,0,0,0,0,N.,"38,69",0,0,0,"38,69",,30,"50,297",22,ARBO SRL,,,0,,0,,,S,,,,,,,,,,,09/04/2013
,3521,CSD70C,,ALIMENTAT.SWITCH 3A 90-264VAC/24V,0,0,0,0,0,N.,"34,2",0,0,0,"34,2",,30,"44,46",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,08/05/2012
,4854,541961,,ALIMENTATORE 12V 100MA 1 OUT,0,0,0,0,0,N.,"6,38",0,0,0,"6,38",,30,"8,294",22,COMET REMA TARLAZZI,,,0,,0,,,S,,,,,,,,,,,19/04/2013
,2658,ALIPAK 100,,ALIPAK 100 IN BOMBOLA LT.14 UN 1066 AZOTO,0,0,0,0,0,N.,"41,8",0,0,0,"41,8",,30,"54,34",22,,,,0,,0,,,S,,,,,,,,,,,11/01/2012
,4167,MAP105,,AMPLIFICATORE TV 1IN UHF 33DB F PALO,0,0,0,0,0,N.,"11,85",0,0,0,"11,85",,30,"15,405",22,EDILFERRO SRL,,,0,,0,,,S,,,,,,,,,,,31/07/2012
,2008,416740,,ANCORANTE A VITE HUS-I 6X35 M8/M10,0,0,0,0,0,N.,"0,41",0,0,0,"0,41",,30,"0,533",22,HILTI ITALIA,,,0,,0,,,S,,,,,,,,,,,16/09/2011
,2007,416745,,ANCORANTE A VITE HUS-P 6X40/5,0,0,0,0,0,N.,"0,38",0,0,0,"0,38",,30,"0,494",22,HILTI ITALIA,,,0,,0,,,S,,,,,,,,,,,16/09/2011
,4244,AJ0110060,,ANCORANTE ACCIAIO 10X60 TECFI,0,0,0,0,0,N.,"0,45",0,0,0,"0,45",,30,"0,585",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,20/08/2012
,5828,2031079,,ANCORANTE CHIMICO PLUS 330/2,0,0,0,0,0,N.,"9,1",0,0,0,"9,1",,30,"11,83",22,HILTI ITALIA,,,0,,0,,,S,,,,,,,,,,,21/01/2014
,5286,01215101M,,ANCORANTE MKT 10-15-21/90,0,0,0,0,0,N.,"0,4895",0,0,0,"0,4895",,30,"0,63635",22,SILWA SRL,,,0,,0,,,S,,,,,,,,,,,23/08/2013
,1499,1032189010050,,ANCORE ACCIAIO KD6,0,0,0,0,0,N.,"0,75",0,0,0,"0,75",,30,"0,975",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,08/08/2011
,3875,1032189010050,,ANCORE ACCIAIO KD6,0,0,0,0,0,N.,"0,8",0,0,0,"0,8",,30,"1,04",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,21/06/2012
,512,1032189093374,,ANCORE IN ACCIAIO KD8,0,0,0,0,0,N.,2,0,0,0,2,,30,"2,6",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,20/05/2011
,2246,2728360000,,ANELLO ACCIAIO  DIAM. 100,0,0,0,0,0,N.,"3,7",0,0,0,"3,7",,30,"4,81",22,SACCARIA IDROTERMOSANITARI SRL,,,0,,0,,,S,,,,,,,,,,,18/10/2011
,5198,369656,,ANGOLARE 3 FORI MQW-3,0,0,0,0,0,N.,"1,21",0,0,0,"1,21",,30,"1,573",22,HILTI ITALIA,,,0,,0,,,S,,,,,,,,,,,21/08/2013
,2664,369658,,ANGOLARE 4 FORI MQW-4,0,0,0,0,0,N.,"3,7866",0,0,0,"3,7866",,30,"4,92258",22,HILTI ITALIA,,,0,,0,,,S,,,,,,,,,,,13/01/2012
,2011,418758,,ANGOLARE MM-AH-90,0,0,0,0,0,N.,3,0,0,0,3,,30,"3,9",22,HILTI ITALIA,,,0,,0,,,S,,,,,,,,,,,16/09/2011
,1755,1181364,,ANGOLO EST. 90X65 BI,0,0,0,0,0,N.,"2,5",0,0,0,"2,5",,30,"3,25",22,COMET,,,0,,0,,,S,,,,,,,,,,,23/08/2011
,1754,1181357,,ANGOLO INT. 90X65 BI,0,0,0,0,0,N.,"2,5",0,0,0,"2,5",,30,"3,25",22,COMET,,,0,,0,,,S,,,,,,,,,,,23/08/2011
,5375,171960,,ANGOLO INT. MINICANALE,0,0,0,0,0,N.,"0,345",0,0,0,"0,345",,30,"0,4485",22,COMET REMA TARLAZZI,,,0,,0,,,S,,,,,,,,,,,05/09/2013
,3183,097900,,ANGOLO INTERNO 60X120,0,0,0,0,0,N.,"3,219",0,0,0,"3,219",,30,"4,1847",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,13/03/2012
,5376,172004,,ANGOLO PIANO MINICANALE,0,0,0,0,0,N.,"0,345",0,0,0,"0,345",,30,"0,4485",22,COMET REMA TARLAZZI,,,0,,0,,,S,,,,,,,,,,,05/09/2013
,1602,R114203,,ANIMARINF.DECA 20X3,0,0,0,0,0,N.,"1,1",0,0,0,"1,1",,30,"1,43",22,TERMOADRIATICA SRL,,,0,,0,,,S,,,,,,,,,,,10/08/2011
,4361,45TLBS,,"ANTENNA 47 ELEMENTI ""21-69""3 LINE BI",0,0,0,0,0,N.,"23,53",0,0,0,"23,53",,30,"30,589",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,27/09/2012
,4357,BLV6F,,"ANTENNA 6 ELEMENTI ""8-12"" 11DB",0,0,0,0,0,N.,"24,8",0,0,0,"24,8",,30,"32,24",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,27/09/2012
,4099,1285666,,"ANTENNA BA,3 CA,D/H2 GU,9DB CON.F",0,0,0,0,0,N.,"26,1",0,0,0,"26,1",,30,"33,93",22,COMET,,,0,,0,,,S,,,,,,,,,,,26/07/2012
,4100,3064283,,ANTENNA DTT A 42 ELEMENTI,0,0,0,0,0,N.,"39,24",0,0,0,"39,24",,30,"51,012",22,COMET,,,0,,0,,,S,,,,,,,,,,,26/07/2012
,4356,8085AS,,ANTENNA PARABOLA D.85 ACC.BI S/IMBALLO,0,0,0,0,0,N.,"19,47",0,0,0,"19,47",,30,"25,311",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,27/09/2012
,1287,ALC6273V0174,,ANTIRUGG. RAP. ESSIC. LT 4,0,0,0,0,0,N.,"5,86",0,0,0,"5,86",,30,"7,618",22,G&C INDUSTRIAL PROVIDER SNC,,,0,,0,,,S,,,,,,,,,,,20/07/2011
,2212,1101409076913,,"ANTIRUGGINE AZISINT 2,5 LT.",0,0,0,0,0,N.,"17,9166",0,0,0,"17,9166",,30,"23,29158",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,12/10/2011
,1255,0181122004,,ANTIRUGGINE GRIGIA AL NITRO,0,0,0,0,0,N.,"9,5",0,0,0,"9,5",,30,"12,35",22,F.LLI MORETTI,,,0,,0,,,S,,,,,,,,,,,18/07/2011
,4377,PA80,,ANTIVIBRANTI M/F 40X30,0,0,0,0,0,N.,3,0,0,0,3,,30,"3,9",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,04/10/2012
,1139,18737,,ANTOX ML.750,0,0,0,0,0,N.,"7,9166",0,0,0,"7,9166",,30,"10,29158",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,29/06/2011
,1325,11015,,ARCHITRAVE IN LATERIZIO,0,0,0,0,0,N.,"3,5",0,0,0,"3,5",,30,"4,55",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,21/07/2011
,1330,47-12,,ARCHITRAVE IN LATERIZIO,0,0,0,0,0,N.,"3,3",0,0,0,"3,3",,30,"4,29",22,TASSI EDILIZIA VILLA CURTI,,,0,,0,,,S,,,,,,,,,,,21/07/2011
,5532,202,,ARGON IN BOMBOLA DA LT.40,0,0,0,0,0,N.,42,0,0,0,42,,30,"54,6",22,MAZZAFERRI MARCO,,,0,,0,,,S,,,,,,,,,,,07/10/2013
,939,55000140,,ART. 5500 COLLARE INCOL. DIAM. 140,0,0,0,0,0,N.,"9,2261",0,0,0,"9,2261",,30,"11,99393",22,PICENUM PLAST SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,940,59000140,,ART. 5900 FLANGIA LBERA DIAM. 140,0,0,0,0,0,N.,"7,2615",0,0,0,"7,2615",,30,"9,43995",22,PICENUM PLAST SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,937,90500140,,ART. 9050 CURVA 90° PN16 DIAM. 140,0,0,0,0,0,N.,"71,515",0,0,0,"71,515",,30,"92,9695",22,PICENUM PLAST SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,941,92300140,,ART. 9230 CARTELLA DIAM. 140,0,0,0,0,0,N.,"12,87",0,0,0,"12,87",,30,"16,731",22,PICENUM PLAST SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,945,99000140,,ART. 9900 FLANGIA LIBERA DIAM. 140,0,0,0,0,0,N.,"17,165",0,0,0,"17,165",,30,"22,3145",22,PICENUM PLAST SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,938,50100140,,ART.5010 MANICOTTO INCOL. DIAM. 140,0,0,0,0,0,N.,"10,805",0,0,0,"10,805",,30,"14,0465",22,PICENUM PLAST SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,946,AS003,,ASFALTO IN SACCHI,0,0,0,0,0,N.,"6,2",0,0,0,"6,2",,30,"8,06",22,COPIM TECNOLOGIE SRL,,,0,,0,,,S,,,,,,,,,,,20/06/2011
,2124,VOR10904,,ASPIRATORE AXIAL K,0,0,0,0,0,N.,"67,93",0,0,0,"67,93",,30,"88,309",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,27/09/2011
,3974,1308297,,ASPIRATORE CENTR. EB-100 T*230V 50*,0,0,0,0,0,N.,"66,4",0,0,0,"66,4",,30,"86,32",22,COMET,,,0,,0,,,S,,,,,,,,,,,18/07/2012
,3207,11122,,"ASPIRATORE CIV MF 90/3,5""",0,0,0,0,0,N.,0,0,0,0,0,,0,0,22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,15/03/2012
,3455,11123,,"ASPIRATORE CIV MF100/4""",0,0,0,0,0,N.,"21,27",0,0,0,"21,27",,30,"27,651",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,02/05/2012
,5315,ASSTU,,ASSEMBLAGGIO TRIM UMIDO,0,0,0,0,0,N.,"35,51",0,0,0,"35,51",,30,"46,163",22,MEFA ITALIA SRL,,,0,,0,,,S,,,,,,,,,,,26/08/2013
,4715,00266347,,ASTA SALISCENDI CILINDRICA/3 CROMO 3 GETTI,0,0,0,0,0,N.,"31,76",0,0,0,"31,76",,30,"41,288",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,11/03/2013
,1573,1327755,,ATLANTIC 55-CASSA PORTA CIECA 400X300X200,0,0,0,0,0,N.,"40,94",0,0,0,"40,94",,30,"53,222",22,COMET,,,0,,0,,,S,,,,,,,,,,,09/08/2011
,1113,1327762,,ATLANTIC 55-CASSA PORTA CIECA 500X400X200,0,0,0,0,0,N.,"50,87",0,0,0,"50,87",,30,"66,131",22,COMET,,,0,,0,,,S,,,,,,,,,,,28/06/2011
,1116,PSU160/160,,ATTACCO A SELLA STAMPATO DA 160 A 160,0,0,0,0,0,N.,"5,99",0,0,0,"5,99",,30,"7,787",22,VERCLIMA,,,0,,0,,,S,,,,,,,,,,,28/06/2011
,3024,PSU200/200,,ATTACCO A SELLA STAMPATO DA 200 A 200,0,0,0,0,0,N.,"8,05",0,0,0,"8,05",,30,"10,465",22,VERCLIMA,,,0,,0,,,S,,,,,,,,,,,05/03/2012
,4840,353155,,ATTACCO FLEX PER TRISS,0,0,0,0,0,N.,"5,76",0,0,0,"5,76",,30,"7,488",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,16/04/2013
,4708,003690,,"ATTACCO TESTA PER TUBO RAME /PE 3/4""",0,0,0,0,0,N.,"2,9",0,0,0,"2,9",,30,"3,77",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,07/03/2013
,3104,223086,,AUMENT.POL. HTR 40X110,0,0,0,0,0,N.,"1,436",0,0,0,"1,436",,30,"1,8668",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,09/03/2012
,3106,223092,,AUMENT.POL. HTR 50X110,0,0,0,0,0,N.,"1,319",0,0,0,"1,319",,30,"1,7147",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,09/03/2012
,3124,223177,,AUMENT.POL. HTR 50X90,0,0,0,0,0,N.,"1,281",0,0,0,"1,281",,30,"1,6653",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,09/03/2012
,3139,223103,,AUMENT.POL.INCAS.HTV 32X40,0,0,0,0,0,N.,"1,049",0,0,0,"1,049",,30,"1,3637",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,09/03/2012
,2994,223090,,AUMENT.POL.INCAS.HTV 40X50,0,0,0,0,0,N.,"1,087",0,0,0,"1,087",,30,"1,4131",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,05/03/2012
,2995,223214,,AUMENT.POL.INCAS.HTV 75X110,0,0,0,0,0,N.,"1,63",0,0,0,"1,63",,30,"2,119",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,05/03/2012
,3127,223569,,AUMENT.POL.INCAS.HTV 90X110,0,0,0,0,0,N.,"1,976",0,0,0,"1,976",,30,"2,5688",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,09/03/2012
,4256,5101664,,AUMENTO AD INCASSO HTV 75/110,0,0,0,0,0,N.,"2,05",0,0,0,"2,05",,30,"2,665",22,SACCARIA IDROTERMOSANITARI SRL,,,0,,0,,,S,,,,,,,,,,,22/08/2012
,2469,819461,,AUMENTO CONC. 75/90,0,0,0,0,0,N.,"2,54",0,0,0,"2,54",,30,"3,302",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,01/12/2011
,2541,0030254,,AUMENTO CONCENTRICO PP 40/32,0,0,0,0,0,N.,"2,15",0,0,0,"2,15",,30,"2,795",22,CICAI MARCHE SOC.COOP,,,0,,0,,,S,,,,,,,,,,,07/12/2011
,5172,VLS114581,,AUMENTO ECC. DIAM.32/40 PP,0,0,0,0,0,N.,"0,955",0,0,0,"0,955",,30,"1,2415",22,LA FENICE SRL,,,0,,0,,,S,,,,,,,,,,,19/08/2013
,2476,00107992,,AUMENTO HTR 90X110,0,0,0,0,0,N.,"1,63",0,0,0,"1,63",,30,"2,119",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,01/12/2011
,4746,586271,,AUMENTO HTR DIAM. 75/90,0,0,0,0,0,N.,"1,32","-98,48",0,0,"2,62",,30,"3,406",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,25/03/2013
,5758,366468,,AUMENTO HTR DIAM.125/160,0,0,0,0,0,N.,"7,32",0,0,0,"7,32",,30,"9,516",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,18/12/2013
,3109,223159,,AUMENTO POL.D/COL.C/TUBI PVC 110/125 RED,0,0,0,0,0,N.,"4,845",0,0,0,"4,845",,30,"6,2985",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,09/03/2012
,3432,0531012,,AUMENTO REDI PVC 90/100,0,0,0,0,0,N.,"6,37",0,0,0,"6,37",,30,"8,281",22,TERMOADRIATICA SRL,,,0,,0,,,S,,,,,,,,,,,26/04/2012
,3391,819173,,AUMENTO TIPO A HTR DN40/90,0,0,0,0,0,N.,"1,7",0,0,0,"1,7",,30,"2,21",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,20/04/2012
,2600,705208,,AUMENTO TIPO B HTR 75/40,0,0,0,0,0,N.,"1,092",0,0,0,"1,092",,30,"1,4196",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,23/12/2011
,4747,804933,,AUMENTO TIPO B HTR DIAM. 75/50,0,0,0,0,0,N.,"1,32",0,0,0,"1,32",,30,"1,716",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,25/03/2013
,3783,395168,,AUTOCL MEMBR EPDM AC 25 CE,0,0,0,0,0,N.,"24,2",0,0,0,"24,2",,30,"31,46",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,08/06/2012
,1243,395020,,AUTOCL. MEMBR. EPDM AC 18,0,0,0,0,0,N.,"21,8",0,0,0,"21,8",,30,"28,34",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,06/07/2011
,747,1018139006120,,"AUTOFILETT. TSP 4,8X16",0,0,0,0,0,N.,"0,0423",0,0,0,"0,0423",,30,"0,05499",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,10/06/2011
,4061,CELLULA130,,AUTOM FOTOCEL 24VAC (2PZ) ESTERNA,0,0,0,0,0,N.,"30,93",0,0,0,"30,93",,30,"40,209",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,20/07/2012
,4060,CC130,,AUTOM FOTOCEL/COLONNE (2PZ),0,0,0,0,0,N.,"37,93",0,0,0,"37,93",,30,"49,309",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,20/07/2012
