no_import,default_code,supplier_product_code,COD.ART.PROD.,name,GIAC.,GIAC.MIN.,IMP.,ORD.,PREAS.,U.M.,PRZ.LISTINO,SC. L.1,SC. L.2,SC. L.3,supplier_cost,ALTRI FORN.,RIC. 1,price,IVA,supplier_name,GRUPPO MERCEOLOGICO,MARCA,COD.SC.PROD.,SIGLA PROD.,COD.PROD.,PRODUTTORE,POS.MAG.,MOV.,COD.REP.,REPARTO,COD.SET.,SETTORE,COD.FAM.,FAMIGLIA,LINEA,COD.BARRE,COD.RAGGRUP.,E.C.,DATA INS
,2905,16540,,IDEA COPRIFORO,0,0,0,0,0,N.,"0,559",0,0,0,"0,559",,30,"0,7267",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,3209,16004,,IDEA DEV. UNIP. 10A,0,0,0,0,0,N.,"3,23",0,0,0,"3,23",,30,"4,199",22,3B DI TREBBI E MALEVOLTI SNC,,,0,,0,,,S,,,,,,,,,,,15/03/2012
,2903,16016,,IDEA INT BIP 16A,0,0,0,0,0,N.,"5,39",0,0,0,"5,39",,30,"7,007",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,2901,16000,,IDEA INT UNIP 10A GR,0,0,0,0,0,N.,"2,695",0,0,0,"2,695",,30,"3,5035",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,2907,16763.16,,IDEA PLACCA 3P TEC NERO RONDO',0,0,0,0,0,N.,"1,922",0,0,0,"1,922",,30,"2,4986",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,2902,16203,,IDEA PRESA 2X10/16A+T,0,0,0,0,0,N.,"3,45",0,0,0,"3,45",,30,"4,485",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,2904,16210,,IDEA PRESA UNIVERSALE,0,0,0,0,0,N.,"7,61",0,0,0,"7,61",,30,"9,893",22,,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,2906,16713,,IDEA SUPP 3P,0,0,0,0,0,N.,"0,623",0,0,0,"0,623",,30,"0,8099",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,3451,I.416T,,IDRABIO 416,0,0,0,0,0,N.,"5,76",0,0,0,"5,76",,30,"7,488",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,27/04/2012
,3452,I.332T,,IDRACLEAN 332,0,0,0,0,0,N.,"3,88",0,0,0,"3,88",,30,"5,044",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,27/04/2012
,3567,I333T5,,IDRACLEAN 333,0,0,0,0,0,N.,"4,7",0,0,0,"4,7",,30,"6,11",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,16/05/2012
,3913,IHCT25,,IDRACLEAN ACID HC,0,0,0,0,0,N.,"1,5",0,0,0,"1,5",,30,"1,95",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,11/07/2012
,2179,00300867,,"IDRACLEAN AIRSAN 0,75KG",0,0,0,0,0,N.,"15,6",0,0,0,"15,6",,30,"20,28",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,04/10/2011
,2560,,,IDRACLEAN BASIC P,0,0,0,0,0,N.,"3,24",0,0,0,"3,24",,30,"4,212",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,12/12/2011
,2559,,,IDRACLEAN L 25KG.,0,0,0,0,0,N.,"3,9",0,0,0,"3,9",,30,"5,07",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,12/12/2011
,823,I.L22T25,,IDRACLEAN L22 DA 25KG,0,0,0,0,0,N.,6,0,0,0,6,,30,"7,8",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,15/06/2011
,3450,I.177T,,IDRAFLEX 177,0,0,0,0,0,N.,"2,82",0,0,0,"2,82",,30,"3,666",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,27/04/2012
,2636,SP200106,,IDRANTE GARDA CE H 850 A DN80 CM50 2X70 + SPESE FI,0,0,0,0,0,N.,"227,85",0,0,0,"227,85",,30,"296,205",22,ZIGGIOTTO & C. SRL,,,0,,0,,,S,,,,,,,,,,,05/01/2012
,2635,SP213202,,IDRANTE GARDA H850 DN50 CM70 2X45 + SPESE FISSE,0,0,0,0,0,N.,"215,35",0,0,0,"215,35",,30,"279,955",22,ZIGGIOTTO & C. SRL,,,0,,0,,,S,,,,,,,,,,,05/01/2012
,2695,I.240T27,,IDRATERM 240 DA 27LT,0,0,0,0,0,N.,"7,32",0,0,0,"7,32",,30,"9,516",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,20/01/2012
,2725,I.415T27,,IDRATERM 415 DA 27KG,0,0,0,0,0,N.,"4,92",0,0,0,"4,92",,50,"7,38",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,25/01/2012
,2696,I.P100B1,,IDRATERM P100 DA 1KG,0,0,0,0,0,N.,18,0,0,0,18,,50,27,22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,20/01/2012
,2724,I.P140T27,,IDRATERM P140 DA 27 KG,0,0,0,0,0,N.,"4,44",0,0,0,"4,44",,50,"6,66",22,FORIDRA SRL,,,0,,0,,,S,,,,,,,,,,,25/01/2012
,2928,L4803CR,,ILIVING PLACA 3P CROMO LUCIDO,0,0,0,0,0,N.,"11,24",0,0,0,"11,24",,30,"14,612",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,28/02/2012
,1433,L4140/16,,ILIVING PRESA UNIV BIP 10/16A,0,0,0,0,0,N.,"7,92",0,0,0,"7,92",,30,"10,296",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,29/07/2011
,455,CAG03618,,"IMP.FIG.241R RIDUZ. MF ZINC. 1""X3/4""",0,0,0,0,0,N.,"0,627",0,0,0,"0,627",,30,"0,8151",22,G&C INDUSTRIAL PROVIDER SNC,,,0,,0,,,S,,,,,,,,,,,16/05/2011
,454,CAG03596,,"IMP.FIG.341 BOCCHET. MF SEDE C.ZINC. 3/4""",0,0,0,0,0,N.,"2,69",0,0,0,"2,69",,30,"3,497",22,G&C INDUSTRIAL PROVIDER SNC,,,0,,0,,,S,,,,,,,,,,,16/05/2011
,334,00033612,,INNESTO A SCARPA 139,0,0,0,0,0,N.,"28,68",45,0,0,"15,774",,30,"20,5062",22,SILWA SRL,,,0,,0,,,S,,,,,,,,,,,05/05/2011
,3727,039004161001003,,INNESTO RAP.MASCHIO 161 1/2,0,0,0,0,0,N.,"4,56",0,0,0,"4,56",,30,"5,928",22,PICENA SRL,,,0,,0,,,S,,,,,,,,,,,04/06/2012
,2607,0124054054501,,INSERTI BUSSOLA MAGNETICI 10,0,0,0,0,0,N.,"8,5",0,0,0,"8,5",,30,"11,05",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,27/12/2011
,460,USA06640007,,INSERTO 664 B 10,0,0,0,0,0,N.,"2,2515",0,0,0,"2,2515",,30,"2,92695",22,G&C INDUSTRIAL PROVIDER SNC,,,0,,0,,,S,,,,,,,,,,,16/05/2011
,85,AFG H1220813-0808,,"INSERTO FFM GAR T 1/2"" F 1/2""",0,0,0,0,0,N.,"1,521",0,0,0,"1,521",,30,"1,9773",22,EDILWARE SRL,,,0,,0,,,S,,,,,,,,,,,21/04/2011
,1803,038025001001080,,INSERTO IN ACCIAIO M8FFT CORTO SS,0,0,0,0,0,N.,"0,12922",0,0,0,"0,12922",,30,"0,16799",22,PICENA SRL,,,0,,0,,,S,,,,,,,,,,,01/09/2011
,750,00003834,,INSUL TUBE 19-76,0,0,0,0,0,N.,"10,11",0,0,0,"10,11",,30,"13,143",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,13/06/2011
,330,00003789,,INSUL TUBE 9/22,0,0,0,0,0,N.,"1,09",0,0,0,"1,09",,30,"1,417",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,2910,F881NA/10,,"INT MGT 1+N 10A 4,5K C 1MOD N/DIFF",0,0,0,0,0,N.,"3,75",0,0,0,"3,75",,30,"4,875",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,2279,SN201LC16,,"INT MGT 1+N 16A 4,5K",0,0,0,0,0,N.,"3,88",0,0,0,"3,88",,30,"5,044",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,21/10/2011
,2911,F881NA/16,,"INT MGT 1+N 16A 4,5K C 1MOD N/DIFF",0,0,0,0,0,N.,"3,75",0,0,0,"3,75",,30,"4,875",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/02/2012
,3267,S201LNAC16,,"INT MGT 1+N 16A 4,5K C 2MOD",0,0,0,0,0,N.,"4,17",0,0,0,"4,17",,30,"5,421",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,27/03/2012
,1933,F810N/20,,"INT MGT 1+N 20A 4,5K C 2MOD N/DIFF",0,0,0,0,0,N.,"8,12",0,0,0,"8,12",,30,"10,556",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,09/09/2011
,2743,S204C16,,INT MGT 4P 16A 6K C 4MOD,0,0,0,0,0,N.,"46,48",0,0,0,"46,48",,30,"60,424",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,31/01/2012
,4323,FN84C40,,INT MGT 4P 40A 6K C 4MOD,0,0,0,0,0,N.,"72,4",0,0,0,"72,4",,30,"94,12",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,20/09/2012
,3548,F74N/100N,,INT SEZ 4P 100A 4MOD N/ACC,0,0,0,0,0,N.,"47,8",0,0,0,"47,8",,30,"62,14",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,16/05/2012
,2654,F74N/32N,,INT SEZ 4P 32A 2MON N/ACC,0,0,0,0,0,N.,"18,55",0,0,0,"18,55",,30,"24,115",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,09/01/2012
,4324,F74/32N,,INT SEZ 4P 32A 4MOD SGANCIAB,0,0,0,0,0,N.,"35,56",0,0,0,"35,56",,30,"46,228",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,20/09/2012
,3509,19300,,INT SEZ MOD 3X 16A SD1,0,0,0,0,0,N.,"8,45",0,0,0,"8,45",,30,"10,985",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,08/05/2012
,4068,VZ01,,INT SEZ/POLO AGGIUNTIVO 20A,0,0,0,0,0,N.,"2,11",0,0,0,"2,11",,30,"2,743",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,20/07/2012
,729,S 202 C20,,INT. MGT 2P 20A 6K C 2 MOD,0,0,0,0,0,N.,"24,98482",0,0,0,"24,98482",,30,"32,48027",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,10/06/2011
,4580,FA881C6,,"INTE MGT 1+N 6A 4,5K C 1MOD N/DIFF",0,0,0,0,0,N.,"4,84",0,0,0,"4,84",,30,"6,292",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,06/11/2012
,770,60,,INTERMEDIO PER FIBRA MINERALE 24X38 BIANCO,0,0,0,0,0,N.,"0,59667",0,0,0,"0,59667",,30,"0,77567",22,ITALMONT SRL,,,0,,0,,,S,,,,,,,,,,,13/06/2011
,769,120,,INTERMNEDIO PER FIBRA MINERALE 24X38 BIANCO,0,0,0,0,0,N.,"0,59639",0,0,0,"0,59639",,30,"0,77531",22,ITALMONT SRL,,,0,,0,,,S,,,,,,,,,,,13/06/2011
,5103,400192,,INTERR. A GALL. PVC + CAVO 5 MT,0,0,0,0,0,N.,"12,636",0,0,0,"12,636",,30,"16,4268",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,02/07/2013
,3853,699228,,INTERRUTTORE BIP.16A,0,0,0,0,0,N.,"2,73",0,0,0,"2,73",,30,"3,549",22,COMET,,,0,,0,,,S,,,,,,,,,,,20/06/2012
,3806,345484,,INTERRUTTORE ROTAT. ST. 3P 16A,0,0,0,0,0,N.,"14,45",0,0,0,"14,45",,30,"18,785",22,COMET,,,0,,0,,,S,,,,,,,,,,,13/06/2012
,2754,388788,,INTERRUTTORE ROTAT.ST.2P 16A MANOP.ROSSA,0,0,0,0,0,N.,"12,32",0,0,0,"12,32",,30,"16,016",22,COMET,,,0,,0,,,S,,,,,,,,,,,31/01/2012
,1828,26328,,INTONACO KC1 DA KG30,0,0,0,0,0,N.,"2,45",0,0,0,"2,45",,30,"3,185",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,01/09/2011
,1913,19583,,INTONACO RASANTE ZL 25 KG.25,0,0,0,0,0,N.,"7,019",0,0,0,"7,019",,30,"9,1247",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,08/09/2011
,313,V10-3L-5-4-SM01,,"INVERTER EMCH 1,5KW 4.3A 380V FULL",0,0,0,0,0,N.,244,0,0,0,244,,30,"317,2",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,420,1536201,,INVERTITORE 1M 1P 16AX BIANCO,0,0,0,0,0,N.,"4,24",0,0,0,"4,24",,30,"5,512",22,COMET,,,0,,0,,,S,,,,,,,,,,,09/05/2011
,5682,466315,,ISOL POLIETILENE NERO SP.06 DN16,0,0,0,0,0,N.,"0,5",0,0,0,"0,5",,30,"0,65",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,22/11/2013
,1720,4720313042,,ISOL. CL1 ITS ARMAFLEX 13X42,0,0,0,0,0,N.,"2,31",0,0,0,"2,31",,30,"3,003",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,22/08/2011
,2172,466317,,ISOL. PE NERO SP06 DN 20,0,0,0,0,0,N.,"0,46",0,0,0,"0,46",,30,"0,598",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,04/10/2011
,5725,466319,,ISOL. POLIETILENE NERO SP. 06 DN25,0,0,0,0,0,N.,"0,64",0,0,0,"0,64",,30,"0,832",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,04/12/2013
,1540,7182,,ISOLANTE 6X15,0,0,0,0,0,N.,"0,32",0,0,0,"0,32",,30,"0,416",22,LA NUOVA SITES,,,0,,0,,,S,,,,,,,,,,,08/08/2011
,2395,5450981000,,"ISOLANTE ACUSTICO HIDRA STD 1,84 MQ",0,0,0,0,0,N.,73,0,0,0,73,,30,"94,9",22,SACCARIA IDROTERMOSANITARI SRL,,,0,,0,,,S,,,,,,,,,,,11/11/2011
,1141,466318,,"ISOLANTE ISOFOAM PE 6X1/2""-22",0,0,0,0,0,N.,"0,468",0,0,0,"0,468",,30,"0,6084",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,29/06/2011
,1346,466316,,"ISOLANTE ISOFOAM POLIET. 6X3/8""-18",0,0,0,0,0,N.,"0,432",0,0,0,"0,432",,30,"0,5616",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,21/07/2011
,1601,466321,,"ISOLANTE ISOFOM POLIET. 6X1""-35",0,0,0,0,0,N.,"0,628",0,0,0,"0,628",,30,"0,8164",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,10/08/2011
,2150,0014181,,ISOLANTE K-FLEX TUBO ST SP 25D 60MM,0,0,0,0,0,N.,"8,151",0,0,0,"8,151",,30,"10,5963",22,CICAI MARCHE SOC.COOP,,,0,,0,,,S,,,,,,,,,,,29/09/2011
,2151,0014182,,ISOLANTE K-FLEX TUBO ST SP.25 D 76MM,0,0,0,0,0,N.,"10,341",0,0,0,"10,341",,30,"13,4433",22,CICAI MARCHE SOC.COOP,,,0,,0,,,S,,,,,,,,,,,29/09/2011
,3217,223240,,ISPEZ. POL.C/TAPPO A VITE HTRE 110,0,0,0,0,0,N.,"3,374",0,0,0,"3,374",,30,"4,3862",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,16/03/2012
,3110,223238,,ISPEZ. POL.C/TAPPO A VITE HTRE 125,0,0,0,0,0,N.,"16,009",0,0,0,"16,009",,30,"20,8117",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,09/03/2012
,4939,684096,,ISPEZIONE DN110,0,0,0,0,0,N.,"3,94",0,0,0,"3,94",,30,"5,122",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,03/05/2013
,3844,"21C-4,1",,KERACEM PRONTO ECO KG.30,0,0,0,0,0,N.,"4,95",0,0,0,"4,95",,30,"6,435",22,TASSI EDILIZIA VILLA CURTI,,,0,,0,,,S,,,,,,,,,,,19/06/2012
,4635,16111,,KERACOLOR FF KG 5 COL 111,0,0,0,0,0,N.,"5,86",0,0,0,"5,86",,30,"7,618",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,23/01/2013
,4238,11086,,KERACOLOR FF KG 5 COL 132,0,0,0,0,0,N.,"5,86",0,0,0,"5,86",,30,"7,618",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,20/08/2012
,2261,43111,,KERACOLOR FF KG5 COL 110,0,0,0,0,0,N.,"5,62",0,0,0,"5,62",,30,"7,306",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,20/10/2011
,2262,12150,,KERACOLOR FF KG5 COL 113,0,0,0,0,0,N.,"4,12",0,0,0,"4,12",,30,"5,356",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,20/10/2011
,4186,16112,,KERACOLOR FF KG5 COL.130,0,0,0,0,0,N.,"5,95",0,0,0,"5,95",,30,"7,735",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,07/08/2012
,2942,16124,,KERACOLOR FF KG5 COL.160,0,0,0,0,0,N.,"5,86",0,0,0,"5,86",,30,"7,618",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,28/02/2012
,3884,12156,,KERACOLOR GG KG25 COL. 113,0,0,0,0,0,N.,"16,17",0,0,0,"16,17",,30,"21,021",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,26/06/2012
,4119,43118,,KERACOLOR GG KG5 COL. 132,0,0,0,0,0,N.,"5,69",0,0,0,"5,69",,30,"7,397",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,27/07/2012
,2263,14359,,KERACOLOR SF KG5 COL 0/100,0,0,0,0,0,N.,"4,28",0,0,0,"4,28",,30,"5,564",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,20/10/2011
,4128,35580,,KERALASTIC T KG5 BIANCO/GRIGIO,0,0,0,0,0,N.,"32,11",0,0,0,"32,11",,30,"41,743",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,27/07/2012
,1448,21771,,KERANET LIQUIDO DA 5 KG,0,0,0,0,0,N.,"8,7",0,0,0,"8,7",,30,"11,31",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,29/07/2011
,1310,21772,,KERANET LIQUIDO KG1,0,0,0,0,0,N.,0,0,0,0,0,,0,0,22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,20/07/2011
,4121,61730,,"KERAPOXY CLEANER KG. 0,75",0,0,0,0,0,N.,"12,05",0,0,0,"12,05",,30,"15,665",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,27/07/2012
,4264,65979,,KERAPOXY DESIGN KG 3 COLOR 799,0,0,0,0,0,N.,"24,1",0,0,0,"24,1",,30,"31,33",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,29/08/2012
,4260,226934,,KIT  X-GN 27 MX + GC 21,0,0,0,0,0,N.,120,0,0,0,120,,30,156,22,HILTI ITALIA,,,0,,0,,,S,,,,,,,,,,,24/08/2012
,3697,PACKPR06+FORB,,KIT 200 TASSELLI 6VA + FORBICE,0,0,0,0,0,N.,"11,6",0,0,0,"11,6",,30,"15,08",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,24/05/2012
,5777,3386361,,KIT 2F VIDEO ECO - NEW SFERA,0,0,0,0,0,N.,"632,68",0,0,0,"632,68",,30,"822,484",22,COMET REMA TARLAZZI,,,0,,0,,,S,,,,,,,,,,,02/01/2014
,2292,499941,,KIT ACCESSORI COMPLETO,0,0,0,0,0,N.,136,0,0,0,136,,30,"176,8",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,24/10/2011
,4839,6833416,,KIT ADATTAMENTO PLACCHE,0,0,0,0,0,N.,"13,6",0,0,0,"13,6",,30,"17,68",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,16/04/2013
,225,579247,,KIT AFFIANCAM. LATERALE,0,0,0,0,0,N.,"46,12",0,0,0,"46,12",,30,"59,956",22,COMET,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,1760,3318224,,KIT BASE INSTALL. RUB. GAS E ACQUA,0,0,0,0,0,N.,20,0,0,0,20,,30,26,22,CLERICI D. & DURINZI C SNC,,,0,,0,,,S,,,,,,,,,,,23/08/2011
,3080,00010840,,"KIT BOCCHETTONI 2X1""1/4F GHISA X UPS32",0,0,0,0,0,N.,"8,98",0,0,0,"8,98",,30,"11,674",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,07/03/2012
,2454,3192694000,,KIT CURVA 90° DA 60 CONDENSAZ.,0,0,0,0,0,N.,"12,5",0,0,0,"12,5",,30,"16,25",22,SACCARIA IDROTERMOSANITARI SRL,,,0,,0,,,S,,,,,,,,,,,29/11/2011
,3781,0076442,,KIT DI ADATTAMENTO PLACCHE SU UNICA,0,0,0,0,0,N.,"28,5",0,0,0,"28,5",,30,"37,05",22,CICAI MARCHE SOC.COOP,,,0,,0,,,S,,,,,,,,,,,08/06/2012
,205,1025248,,KIT DIN50022 PIASTRA PER RC222/1 IV MOD200,0,0,0,0,0,N.,"2,36",0,0,0,"2,36",,30,"3,068",22,COMET,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,202,860253,,KIT DIN50022 PIASTRA PER T1-T22,0,0,0,0,0,N.,"1,96",0,0,0,"1,96",,30,"2,548",22,COMET,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,1284,RX50G2V1B+FTX50GV1B,,KIT EST.INT. DC DAIKIN INVERTER R410A,0,0,0,0,0,N.,"1071,93",0,0,0,"1071,93",,30,"1393,509",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,20/07/2011
,2450,3318400,,KIT FRONTALE PRETRANCIATO,0,0,0,0,0,N.,"10,2",0,0,0,"10,2",,30,"13,26",22,CLERICI D. & DURINZI C SNC,,,0,,0,,,S,,,,,,,,,,,29/11/2011
,229,585392,,KIT G.DIN L 600MM M PAVIMENTO K RIDOTTO,0,0,0,0,0,N.,"15,72",0,0,0,"15,72",,30,"20,436",22,COMET,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,242,1160413,,KIT GUIDA RINFORZATA L600MM M PAV.,0,0,0,0,0,N.,"20,6",0,0,0,"20,6",,30,"26,78",22,COMET,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,2451,3318186,,KIT IDRAULICO STANDARD PER CALDAIA INCASSO,0,0,0,0,0,N.,"15,04",0,0,0,"15,04",,30,"19,552",22,CLERICI D. & DURINZI C SNC,,,0,,0,,,S,,,,,,,,,,,29/11/2011
,1919,FTXJV25-RXJV,,KIT INT. EST. DAIKIN 25,0,0,0,0,0,N.,"656,02",0,0,0,"656,02",,30,"852,826",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,08/09/2011
,1926,FTXS35J2V1B/RXSJ2,,KIT INT. EST. DAIKIN MOD. 35 PLUS,0,0,0,0,0,N.,"869,61",0,0,0,"869,61",,30,"1130,493",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,08/09/2011
,1358,RX35JV1B+FTX35JV1B,,KIT INT.EST. INVERTER R410A,0,0,0,0,0,N.,796,0,0,0,796,,30,"1034,8",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,22/07/2011
,1359,RX25JV1B+FTX25JV1B,,KIT INT.EST. INVERTER R410A,0,0,0,0,0,N.,"656,08",0,0,0,"656,08",,30,"852,904",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,22/07/2011
,2090,KITV013Z00,,KIT MODIFICA SEMPLICE A BATTERIA,0,0,0,0,0,N.,50,0,0,0,50,,30,65,22,SOEMA SRL,,,0,,0,,,S,,,,,,,,,,,26/09/2011
,4795,COD341KIT4,,KIT N.4 CODULO 3/4M X 1F,0,0,0,0,0,N.,"11,49",0,0,0,"11,49",,30,"14,937",22,ARBO SRL,,,0,,0,,,S,,,,,,,,,,,09/04/2013
,233,1431902,,KIT OT 200....400 VERT. 300X600MM ARTU M,0,0,0,0,0,N.,"53,53",0,0,0,"53,53",,30,"69,589",22,COMET,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,5424,3318079,,KIT PARTENZA VERTICALE PER CALDAIE CONDENSAZIONE,0,0,0,0,0,N.,"15,32",0,0,0,"15,32",,30,"19,916",22,CLERICI D. & DURINZI C SNC,,,0,,0,,,S,,,,,,,,,,,27/09/2013
,540,3411707,,KIT PF TRIPLEX 7+7 ALPHA 25-60,0,0,0,0,0,N.,"661,5",0,0,0,"661,5",,30,"859,95",22,RDZ SPA,,,0,,0,,,S,,,,,,,,,,,23/05/2011
,4312,570936,,KIT PRIMA INSTALL. 2 RUB. CALD. MUR.,0,0,0,0,0,N.,"28,4",0,0,0,"28,4",,30,"36,92",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,12/09/2012
,4812,819374,,KIT PROLUNG. PLACCHE DI COMANDO,0,0,0,0,0,N.,"11,16",0,0,0,"11,16",,30,"14,508",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,15/04/2013
,2777,4702009,,KIT PROLUNGA MEPLACLICK,0,0,0,0,0,N.,"4,8",0,0,0,"4,8",,30,"6,24",22,SACCARIA IDROTERMOSANITARI SRL,,,0,,0,,,S,,,,,,,,,,,03/02/2012
,2812,00168686,,KIT RADIATORI ALLUM. CON VALV. 1 1/2,0,0,0,0,0,N.,"3,11",0,0,0,"3,11",,30,"4,043",22,3B DI TREBBI E MALEVOLTI SNC,,,0,,0,,,S,,,,,,,,,,,15/02/2012
,4780,850094,,KIT SC/FUMO ORIZZ COASS 60/100 L1000,0,0,0,0,0,N.,"37,4",0,0,0,"37,4",,30,"48,62",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,09/04/2013
,1974,3318073,,KIT SCARICO COASS. 60/100 PER CONDENSAZIONE,0,0,0,0,0,N.,"41,2",0,0,0,"41,2",,30,"53,56",22,CLERICI D. & DURINZI C SNC,,,0,,0,,,S,,,,,,,,,,,14/09/2011
,1762,3318000,,KIT SCARICO COASSIALE 60/100 N.G.,0,0,0,0,0,N.,30,0,0,0,30,,30,39,22,CLERICI D. & DURINZI C SNC,,,0,,0,,,S,,,,,,,,,,,23/08/2011
,3674,3008688,,KIT UNIV. RADIATORI 1 1/4X3/8,0,0,0,0,0,N.,"10,57",0,0,0,"10,57",,30,"13,741",22,SACCARIA IDROTERMOSANITARI SRL,,,0,,0,,,S,,,,,,,,,,,22/05/2012
,5599,418156,,"KIT VALV+DETEN+TESTA TERM. SQ 3/8""",0,0,0,0,0,N.,"14,722",0,0,0,"14,722",,30,"19,1386",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,21/10/2013
